comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision
Falta de respeto y educación su sub gerente de la tienda,BBVA,San Isidro,Banca,1,muy negativo,Hace 3 años,"https://www.google.com/maps/place/BBVA+San+Isidro/@-12.0989572,-77.1197103,12z/data=!4m12!1m2!2m1!1sbbva+san+isidro!3m8!1s0x9105c8f55f4010bb:0x5808600f510cfb91!8m2!3d-12.0939282!4d-77.0211518!9m1!1b1!15sCg9iYnZhIHNhbiBpc2lkcm-SAQRiYW5r4AEA!16s%2Fg%2F1226g4gx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Falta de respeto y educación su sub gerente de la tienda,falta de respeto y educación su sub gerente de la tienda,56,11,False,False,False,False,True,muy negativo,True,False,
"En local Plaza Vea Miraflores, los cajeros de Caja Rapida atienden mal, anoche 20/05/2025 aprox. 7pm hice una compra, pedi 02 bolsas, pague todo y el cajero no metio los prods. en la bolsa, cuando le reclame que los meta a la bolsa me dijo que esa tarea no era su trabajo, Yo le dije que si lo era y El insistio que no, le dije que hablaria con el Administrador y solo por eso metio los prods. a la bolsa y dijo de mala gana que ""debia pedirselo por favor"", ese problema no lo he tenido en otros supermercados, solo en Plaza Vea Miraflores. Falta que los capaciten bien y que sean personas educadas porque un empleado no puede enfrentarse un Cliente. Esta muy mal el servicio.",Plaza Vea,Miraflores,Retail,1,muy negativo,Hace un año,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","En local Plaza Vea Miraflores, los cajeros de Caja Rapida atienden mal, anoche 20/05/2025 aprox. 7pm hice una compra, pedi 02 bolsas, pague todo y el cajero no metio los prods. en la bolsa, cuando le reclame que los meta a la bolsa me dijo que esa tarea no era su trabajo, Yo le dije que si lo era y El insistio que no, le dije que hablaria con el Administrador y solo por eso metio los prods. a la bolsa y dijo de mala gana que ""debia pedirselo por favor"", ese problema no lo he tenido en otros supermercados, solo en Plaza Vea Miraflores. Falta que los capaciten bien y que sean personas educadas porque un empleado no puede enfrentarse un Cliente. Esta muy mal el servicio.",en local plaza vea miraflores los cajeros de caja rapida atienden mal anoche 20 05 2025 aprox 7pm hice una compra pedi 02 bolsas pague todo y el cajero no metio los prods en la bolsa cuando le reclame que los meta a la bolsa me dijo que esa tarea no era su trabajo yo le dije que si lo era y el insistio que no le dije que hablaria con el administrador y solo por eso metio los prods a la bolsa y dijo de mala gana que debia pedirselo por favor ese problema no lo he tenido en otros supermercados solo en plaza vea miraflores falta que los capaciten bien y que sean personas educadas porque un empleado no puede enfrentarse un cliente esta muy mal el servicio,676,130,False,False,False,False,True,muy negativo,True,False,
Malo. Mucha gente. Haces colas enormes y pierdes tu tiempo sin beneficio.,Claro,Plaza Norte,Telecomunicaciones,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Malo. Mucha gente. Haces colas enormes y pierdes tu tiempo sin beneficio.,malo mucha gente haces colas enormes y pierdes tu tiempo sin beneficio,73,12,False,False,False,False,True,muy negativo,True,False,
tremenda estupidez tener espacio para desembarcos y no usarlos 👏👏👏👏…,BCP,La Molina,Banca,1,muy negativo,Hace 11 meses,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",tremenda estupidez tener espacio para desembarcos y no usarlos 👏👏👏👏…,tremenda estupidez tener espacio para desembarcos y no usarlos,68,9,False,False,False,False,True,muy negativo,True,False,
Un lugar para comprar marcas de calidad.,Ripley,San Miguel,Retail,4,positivo,Hace 5 meses,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Un lugar para comprar marcas de calidad.,un lugar para comprar marcas de calidad,40,7,False,False,False,False,True,positivo,True,False,
"Del personal, muchos atienden descortesmente. Pero lo peor. El Volumen de la música ambiental es EXCESIVO.. una bulla terrible que no solo molesta sino que los cargados no piensan en las muchas perdonas que suben de traumatismo acústico, entre otras dolencias..comprar acá en Ripley con esto, es horrible!",Ripley,Jockey Plaza,Retail,2,negativo,Hace 8 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Del personal, muchos atienden descortesmente. Pero lo peor. El Volumen de la música ambiental es EXCESIVO.. una bulla terrible que no solo molesta sino que los cargados no piensan en las muchas perdonas que suben de traumatismo acústico, entre otras dolencias..comprar acá en Ripley con esto, es horrible!",del personal muchos atienden descortesmente pero lo peor el volumen de la música ambiental es excesivo una bulla terrible que no solo molesta sino que los cargados no piensan en las muchas perdonas que suben de traumatismo acústico entre otras dolencias comprar acá en ripley con esto es horrible,305,49,False,False,False,False,True,negativo,True,False,
Buen local pero mala y demasiada demora 3n la atenvion,Entel,San Miguel,Telecomunicaciones,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/TIENDA+PLAZA+SAN+MIGUEL+-+ENTEL/@-12.0763584,-77.0928335,15z/data=!3m1!5s0x9105c971d670aa0f:0x8193992371f626fa!4m8!3m7!1s0x9105c96d7da22637:0x682badb0e9bd7614!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!16s%2Fg%2F11b6qyzz6h?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Buen local pero mala y demasiada demora 3n la atenvion,buen local pero mala y demasiada demora 3n la atenvion,54,10,False,False,False,False,True,muy negativo,True,False,
"Muy buena atención, bastante variedad en modelos y marcas de ropa, y excelente funcionamiento del área de ""objetos perdidos"". Perdí mi peluche, y lo fui a buscar al día siguiente.",Ripley,San Miguel,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Muy buena atención, bastante variedad en modelos y marcas de ropa, y excelente funcionamiento del área de ""objetos perdidos"". Perdí mi peluche, y lo fui a buscar al día siguiente.",muy buena atención bastante variedad en modelos y marcas de ropa y excelente funcionamiento del área de objetos perdidos perdí mi peluche y lo fui a buscar al día siguiente,179,30,False,False,False,False,True,muy positivo,True,False,
"Buen servicio, son mas atentos que otros supermecados. Supongo que esto implica el alza de sus precios, ya que al ser del mismo consorcio que metro deberían ser iguales los precios, pero esto no es así. Si quieres que te traten muy bien, te ayuden con tus compras y demás pagando un poco mas por cada producto, este es el centro comercial al cual deberias ir.",Wong,San Isidro,Retail,4,positivo,Hace 8 años,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buen servicio, son mas atentos que otros supermecados. Supongo que esto implica el alza de sus precios, ya que al ser del mismo consorcio que metro deberían ser iguales los precios, pero esto no es así. Si quieres que te traten muy bien, te ayuden con tus compras y demás pagando un poco mas por cada producto, este es el centro comercial al cual deberias ir.",buen servicio son mas atentos que otros supermecados supongo que esto implica el alza de sus precios ya que al ser del mismo consorcio que metro deberían ser iguales los precios pero esto no es así si quieres que te traten muy bien te ayuden con tus compras y demás pagando un poco mas por cada producto este es el centro comercial al cual deberias ir,359,66,False,False,False,False,True,positivo,True,False,
"Limpia, ordenada y tiene variedad de prendas",Ripley,Miraflores,Retail,4,positivo,Hace 6 años,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Limpia, ordenada y tiene variedad de prendas",limpia ordenada y tiene variedad de prendas,44,7,False,False,False,False,True,positivo,True,False,
"Teniamos hambre y por 37 soles almorzamos un pollo a la brasa con su gaseosa y aparte se compra el ají pollero, me demore en comprarlo 25 minutos, sino la cochera me cobraba 6 soles por hora. El pollo es rostizado , en horno electrico sin carbon, estaba rico, otro sabor pero lo recomiendo sale relleno, antes habian mesas para comerlo, ahora no los hay, asi q a comerlo en la camioneta",Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","Teniamos hambre y por 37 soles almorzamos un pollo a la brasa con su gaseosa y aparte se compra el ají pollero, me demore en comprarlo 25 minutos, sino la cochera me cobraba 6 soles por hora. El pollo es rostizado , en horno electrico sin carbon, estaba rico, otro sabor pero lo recomiendo sale relleno, antes habian mesas para comerlo, ahora no los hay, asi q a comerlo en la camioneta",teniamos hambre y por 37 soles almorzamos un pollo a la brasa con su gaseosa y aparte se compra el ají pollero me demore en comprarlo 25 minutos sino la cochera me cobraba 6 soles por hora el pollo es rostizado en horno electrico sin carbon estaba rico otro sabor pero lo recomiendo sale relleno antes habian mesas para comerlo ahora no los hay asi q a comerlo en la camioneta,386,71,False,False,False,False,True,muy positivo,True,False,
"Excelente supermercado. Productos de muy buena calidad , y sobretodo gran variedad ,y que no decir de la atención de sus colaboradores muy cálida y atenta. Modestamente recomiendo visitarla.",Tottus,Jockey Plaza,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Excelente supermercado. Productos de muy buena calidad , y sobretodo gran variedad ,y que no decir de la atención de sus colaboradores muy cálida y atenta. Modestamente recomiendo visitarla.",excelente supermercado productos de muy buena calidad y sobretodo gran variedad y que no decir de la atención de sus colaboradores muy cálida y atenta modestamente recomiendo visitarla,190,28,False,False,False,False,True,muy positivo,True,False,
"En este verano se requiere de ambientes frescos y agradables, pero está tienda se empeña en hacernos transpirar, no ponen el aire acondicionado a la temperatura que debería ser para un ambiente tan grande.",Plaza Vea,San Borja,Retail,2,negativo,Fecha de edición: Hace un año,"https://www.google.com/maps/place/plazaVea+San+Borja/@-12.089825,-77.0068138,17z/data=!4m8!3m7!1s0x9105c7d406b76bc3:0x8a10b6f285a697a1!8m2!3d-12.0898303!4d-77.0042389!9m1!1b1!16s%2Fg%2F1tffqdk9?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","En este verano se requiere de ambientes frescos y agradables, pero está tienda se empeña en hacernos transpirar, no ponen el aire acondicionado a la temperatura que debería ser para un ambiente tan grande.",en este verano se requiere de ambientes frescos y agradables pero está tienda se empeña en hacernos transpirar no ponen el aire acondicionado a la temperatura que debería ser para un ambiente tan grande,205,34,False,False,False,False,True,negativo,True,False,
"Es bien grande y puedes compear tranquilo ya que no hay mucha gente (dias de semana) hay variedad de productos de electro, ropa, accesorios, etc.",Oechsle,Jockey Plaza,Retail,3,neutral,Hace 7 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Es bien grande y puedes compear tranquilo ya que no hay mucha gente (dias de semana) hay variedad de productos de electro, ropa, accesorios, etc.",es bien grande y puedes compear tranquilo ya que no hay mucha gente dias de semana hay variedad de productos de electro ropa accesorios etc,145,25,False,False,False,False,True,neutral,True,False,
Pésima atención Te cobran y no te devuelven el dinero ni el producto Dicen q te solucionan de inmediato y luego te dicen q esperes 15 días Q inmediatos es eso Online no les aconsejo comprar,Wong,San Isidro,Retail,1,muy negativo,Hace 4 meses,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Pésima atención Te cobran y no te devuelven el dinero ni el producto Dicen q te solucionan de inmediato y luego te dicen q esperes 15 días Q inmediatos es eso Online no les aconsejo comprar,pésima atención te cobran y no te devuelven el dinero ni el producto dicen q te solucionan de inmediato y luego te dicen q esperes 15 días q inmediatos es eso online no les aconsejo comprar,189,36,False,False,False,False,True,muy negativo,True,False,
No dejan entrar a cajeros fuera de horario de ventanilla,BCP,Miraflores,Banca,1,muy negativo,Hace 3 años,"https://www.google.com/maps/place/Banco+BCP/@-12.1193191,-77.1032703,12z/data=!4m12!1m2!2m1!1sbcp+miraflores!3m8!1s0x9105c8180121743b:0xc640e5eb1d946b60!8m2!3d-12.1193191!4d-77.0332325!9m1!1b1!15sCg5iY3AgbWlyYWZsb3JlcyIDiAEBWhAiDmJjcCBtaXJhZmxvcmVzkgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUGJYWlVWRFpCUlJBQuABAPoBBAgAECQ!16s%2Fg%2F11c5rvzqdj?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",No dejan entrar a cajeros fuera de horario de ventanilla,no dejan entrar a cajeros fuera de horario de ventanilla,56,10,False,False,False,False,True,muy negativo,True,False,
Tiene mucha variedad de Productos Y La Atencion rapidad,Tottus,San Miguel,Retail,5,muy positivo,Hace 8 meses,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Tiene mucha variedad de Productos Y La Atencion rapidad,tiene mucha variedad de productos y la atencion rapidad,55,9,False,False,False,False,True,muy positivo,True,False,
Buen lugar para hacer compras. Además tiene estacionamiento con tarifa plana de 10 soles para cualquier vehículo y sus horas gratis por consumo.,Metro,Breña,Retail,4,positivo,Hace 5 meses,"https://www.google.com/maps/place/Metro+Bre%C3%B1a/@-12.053956,-77.0534221,15z/data=!4m8!3m7!1s0x9105c8c53e4b0cb1:0x35d73616c6af137!8m2!3d-12.0539772!4d-77.0431223!9m1!1b1!16s%2Fg%2F11h1cmj1r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Buen lugar para hacer compras. Además tiene estacionamiento con tarifa plana de 10 soles para cualquier vehículo y sus horas gratis por consumo.,buen lugar para hacer compras además tiene estacionamiento con tarifa plana de 10 soles para cualquier vehículo y sus horas gratis por consumo,144,23,False,False,False,False,True,positivo,True,False,
"Como local es bastante amplio, la atención normalmente es rápida, pero a veses deja mucho que desear, parece que no siempre el personal está preparado para afrontar presión por parte de los clientes y no son capaces de resolver conflictos.",Movistar,San Miguel,Telecomunicaciones,3,neutral,Fecha de edición: Hace 4 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Como local es bastante amplio, la atención normalmente es rápida, pero a veses deja mucho que desear, parece que no siempre el personal está preparado para afrontar presión por parte de los clientes y no son capaces de resolver conflictos.",como local es bastante amplio la atención normalmente es rápida pero a veses deja mucho que desear parece que no siempre el personal está preparado para afrontar presión por parte de los clientes y no son capaces de resolver conflictos,239,40,False,False,False,False,True,neutral,True,False,
lo que me gustó fue la amplitud del local me costó un poco encontrar las cosas,Plaza Vea,San Borja,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/plazaVea+San+Borja/@-12.089825,-77.0068138,17z/data=!4m8!3m7!1s0x9105c7d406b76bc3:0x8a10b6f285a697a1!8m2!3d-12.0898303!4d-77.0042389!9m1!1b1!16s%2Fg%2F1tffqdk9?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",lo que me gustó fue la amplitud del local me costó un poco encontrar las cosas,lo que me gustó fue la amplitud del local me costó un poco encontrar las cosas,78,16,False,False,False,False,True,muy positivo,True,False,
Buena atención. Poca gente en la fila y me atendieron rápido.,Entel,San Isidro,Telecomunicaciones,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/TIENDA+PASEO+DE+LA+REPUBLICA+-+ENTEL/@-12.0982674,-77.0367448,15z/data=!3m1!5s0x9105c86f3dde4ac1:0x933beb97bca362e3!4m8!3m7!1s0x9105c865ea057e4f:0x4b6811f4738d98a0!8m2!3d-12.0982886!4d-77.026445!9m1!1b1!16s%2Fg%2F1vs1syvx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Buena atención. Poca gente en la fila y me atendieron rápido.,buena atención poca gente en la fila y me atendieron rápido,61,11,False,False,False,False,True,muy positivo,True,False,
"El horario está mal, fui confiada y es otro cierran a las 6 pm",Movistar,San Isidro,Telecomunicaciones,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","El horario está mal, fui confiada y es otro cierran a las 6 pm",el horario está mal fui confiada y es otro cierran a las 6 pm,62,14,False,False,False,False,True,muy negativo,True,False,
Atención muy amable y rápida,Interbank,San Isidro,Banca,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/Interbank+Canaval+y+Moreyra/@-11.9728944,-77.2335644,11z/data=!4m12!1m2!2m1!1sinterbank+san+isidro!3m8!1s0x9105c86ff3e8bb87:0x30ed530aca140b0!8m2!3d-12.0968614!4d-77.022676!9m1!1b1!15sChRpbnRlcmJhbmsgc2FuIGlzaWRybyIDiAEBkgEEYmFua-ABAA!16s%2Fg%2F12hnzn8k6?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Atención muy amable y rápida,atención muy amable y rápida,28,5,False,False,False,False,True,muy positivo,True,False,
Buenas ofertas y promociones. Pero la atención del personal de ventas pésima. Ahí tienen una oportunidad de mejora,Oechsle,Jockey Plaza,Retail,2,negativo,Hace 4 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Buenas ofertas y promociones. Pero la atención del personal de ventas pésima. Ahí tienen una oportunidad de mejora,buenas ofertas y promociones pero la atención del personal de ventas pésima ahí tienen una oportunidad de mejora,114,18,False,False,False,False,True,negativo,True,False,
Me.gusto mucho la atención pero no tiene mucha variedad en deportes sobre todo en pelotas ahora para navidad que uno busca un regalo pero igual buena tienda.,Oechsle,Plaza Norte,Retail,4,positivo,Hace 4 años,"https://www.google.com/maps/place/Oechsle+-+Plaza+Norte/@-12.0057768,-77.128451,12z/data=!3m1!5s0x11d62a0a81fe2803:0x123dd954ecd1a108!4m12!1m2!2m1!1sOechsle+san+miguel!3m8!1s0x9105cefd6554a025:0x40a7fed0ea54e457!8m2!3d-12.0057768!4d-77.0584132!9m1!1b1!15sChJPZWNoc2xlIHNhbiBtaWd1ZWwiA4gBAVoUIhJvZWNoc2xlIHNhbiBtaWd1ZWySARBkZXBhcnRtZW50X3N0b3Jl4AEA!16s%2Fg%2F11b6v29479?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me.gusto mucho la atención pero no tiene mucha variedad en deportes sobre todo en pelotas ahora para navidad que uno busca un regalo pero igual buena tienda.,me gusto mucho la atención pero no tiene mucha variedad en deportes sobre todo en pelotas ahora para navidad que uno busca un regalo pero igual buena tienda,157,28,False,False,False,False,True,positivo,True,False,
"Pésimo experiencia!! Mala persona!! La gerente de agencia, una chica que malaaa pésima!! Mala servicio. Les dije que iba a reclamar y la chica dijo que debería hacer cola y hacerlo con el robot de WhatsApp 😤qué barbaridad!! Madre mía…",Interbank,San Isidro,Banca,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Interbank+Canaval+y+Moreyra/@-11.9728944,-77.2335644,11z/data=!4m12!1m2!2m1!1sinterbank+san+isidro!3m8!1s0x9105c86ff3e8bb87:0x30ed530aca140b0!8m2!3d-12.0968614!4d-77.022676!9m1!1b1!15sChRpbnRlcmJhbmsgc2FuIGlzaWRybyIDiAEBkgEEYmFua-ABAA!16s%2Fg%2F12hnzn8k6?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pésimo experiencia!! Mala persona!! La gerente de agencia, una chica que malaaa pésima!! Mala servicio. Les dije que iba a reclamar y la chica dijo que debería hacer cola y hacerlo con el robot de WhatsApp 😤qué barbaridad!! Madre mía…",pésimo experiencia mala persona la gerente de agencia una chica que malaaa pésima mala servicio les dije que iba a reclamar y la chica dijo que debería hacer cola y hacerlo con el robot de whatsapp qué barbaridad madre mía,234,40,False,False,False,False,True,muy negativo,True,False,
"Sitio tranquilo , buena atención, ahora cuenta con un sistema Braille para personas con discapacidad",Wong,Miraflores,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Sitio tranquilo , buena atención, ahora cuenta con un sistema Braille para personas con discapacidad",sitio tranquilo buena atención ahora cuenta con un sistema braille para personas con discapacidad,100,14,False,False,False,False,True,muy positivo,True,False,
"Uno de mis supermercados preferidos , siempre a la vanguardia en limpieza , buen servicio y trato cordial , muy recomendado .",Wong,San Isidro,Retail,4,positivo,Hace 5 años,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Uno de mis supermercados preferidos , siempre a la vanguardia en limpieza , buen servicio y trato cordial , muy recomendado .",uno de mis supermercados preferidos siempre a la vanguardia en limpieza buen servicio y trato cordial muy recomendado,125,18,False,False,False,False,True,positivo,True,False,
Excelente atención,Claro,Plaza Norte,Telecomunicaciones,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Excelente atención,excelente atención,18,2,True,False,True,False,True,muy positivo,True,True,comentario_corto;comentario_repetido_en_dataset
