id_registro,comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,sentimiento_modelo,polaridad_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final,sentimiento_final_provisional,requiere_revision_etiqueta,confianza_etiqueta,motivo_revision_etiqueta,sentimiento_final_original,sentimiento_final_origen,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia,sentimiento_ia_neutral,confianza_ia_neutral,justificacion_ia_neutral,usar_etiqueta_ia_neutral,regla_aplicada,tercil_longitud,etiqueta_llm,confianza_llm,justificacion_llm,sentimiento_v2
4104,Supermercado con gran variedad y buenos productos. Tienen un a línea de productos diversos de marca propia tottus. Que no son de tan buena calidad pero si son muy comodos. Lo que destaca de este superado es la atención ya que cuentan con mucho personal. A mejorar más ofertas en sus productos.,Tottus,Jockey Plaza,Retail,4,positivo,Hace 6 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Supermercado con gran variedad y buenos productos. Tienen un a línea de productos diversos de marca propia tottus. Que no son de tan buena calidad pero si son muy comodos. Lo que destaca de este superado es la atención ya que cuentan con mucho personal. A mejorar más ofertas en sus productos.,supermercado con gran variedad y buenos productos tienen un a línea de productos diversos de marca propia tottus que no son de tan buena calidad pero si son muy comodos lo que destaca de este superado es la atención ya que cuentan con mucho personal a mejorar más ofertas en sus productos,293,52,False,False,False,False,True,positivo,True,False,,POS,positivo,0.9675161838531494,0.003350218059495,0.0291336607187986,0.9675161838531494,positivo,positivo,False,alta,,positivo,consistencia_estrella_modelo,,,,,,,,,,larga,positivo,0.88,"Elogio general, pequeñas críticas de calidad y ofertas",positivo
266,"Agencia con gran capacidad para la atencion, posee varias ventanillas pero la atencion se divide entre clientes de banca exclusiva a quien atienden primero luego clientes bcp y de ultimo a los usuarios. Existe una ventanilla exclusiva para el cambio a monedas sin embargo se acaban temprano y luego del mediodia es dificil que consigas las denominacion que necesitas. Cuenta con 4 cajeros multifuncion para deposito solo si posee tarjeta BCP o DNI Actualización 2026 ya solo tiene 2 colas la general y preferencial.",BCP,San Isidro,Banca,4,positivo,Fecha de edición: Hace 3 semanas,"https://www.google.com/maps/place/BCP+San+Isidro/@-12.0961228,-77.0269497,20.83z/data=!4m8!3m7!1s0x9105c85f941b2e8b:0x359976aa0d0f7ea1!8m2!3d-12.0960539!4d-77.0267931!9m1!1b1!16s%2Fg%2F1tg_bk7g?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","Agencia con gran capacidad para la atencion, posee varias ventanillas pero la atencion se divide entre clientes de banca exclusiva a quien atienden primero luego clientes bcp y de ultimo a los usuarios. Existe una ventanilla exclusiva para el cambio a monedas sin embargo se acaban temprano y luego del mediodia es dificil que consigas las denominacion que necesitas. Cuenta con 4 cajeros multifuncion para deposito solo si posee tarjeta BCP o DNI Actualización 2026 ya solo tiene 2 colas la general y preferencial.",agencia con gran capacidad para la atencion posee varias ventanillas pero la atencion se divide entre clientes de banca exclusiva a quien atienden primero luego clientes bcp y de ultimo a los usuarios existe una ventanilla exclusiva para el cambio a monedas sin embargo se acaban temprano y luego del mediodia es dificil que consigas las denominacion que necesitas cuenta con 4 cajeros multifuncion para deposito solo si posee tarjeta bcp o dni actualización 2026 ya solo tiene 2 colas la general y preferencial,515,84,False,False,False,False,True,positivo,True,False,,NEU,neutral,0.8428024053573608,0.1301834136247635,0.8428024053573608,0.0270141810178756,neutral,positivo,True,baja,sin_etiqueta_final_confiable,,ia_lote_neutral,,,,,neutral,media,Combina aspectos positivos y negativos,si,,larga,neutral,0.8,"Información equilibrada, sin clara polaridad",neutral
2118,"Tiene pésima atención, no te solucionan los reclamos, te engañan diciendo que van a tramitar y corregir los problemas. Ya tengo más de una semana sin servicio telefónico, nunca me dieron solución a mi reclamo. Empresa no recomendable ni confiable",Movistar,Miraflores,Telecomunicaciones,1,muy negativo,Hace 3 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Tiene pésima atención, no te solucionan los reclamos, te engañan diciendo que van a tramitar y corregir los problemas. Ya tengo más de una semana sin servicio telefónico, nunca me dieron solución a mi reclamo. Empresa no recomendable ni confiable",tiene pésima atención no te solucionan los reclamos te engañan diciendo que van a tramitar y corregir los problemas ya tengo más de una semana sin servicio telefónico nunca me dieron solución a mi reclamo empresa no recomendable ni confiable,246,40,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9668374061584472,0.9668374061584472,0.0280445236712694,0.005118035711348,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,,larga,muy negativo,0.96,"Queja grave, desconfianza total",muy negativo
1712,"Se puede encontrar de todo, hay orden y limpieza, tambien buenos precios y ofertas con puntos Bonus.",Metro,Breña,Retail,4,positivo,Editado Hace 11 meses,"https://www.google.com/maps/place/Metro+Bre%C3%B1a/@-12.053956,-77.0534221,15z/data=!4m8!3m7!1s0x9105c8c53e4b0cb1:0x35d73616c6af137!8m2!3d-12.0539772!4d-77.0431223!9m1!1b1!16s%2Fg%2F11h1cmj1r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Se puede encontrar de todo, hay orden y limpieza, tambien buenos precios y ofertas con puntos Bonus.",se puede encontrar de todo hay orden y limpieza tambien buenos precios y ofertas con puntos bonus,100,17,False,False,False,False,True,positivo,True,False,,POS,positivo,0.7218140959739685,0.0076573467813432,0.2705285549163818,0.7218140959739685,positivo,positivo,False,media,,positivo,consistencia_estrella_modelo,,,,,,,,,,media,positivo,0.9,"Elogio general, orden, limpieza y buenos precios",positivo
779,"Por las razones de que claro es la número 1 en cuanto a comunicaciones,según mi opinión,debe serlo en ventas",Claro,San Miguel,Telecomunicaciones,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Claro/@-12.0698755,-77.1098322,14z/data=!4m12!1m2!2m1!1sclaro+san+miguel!3m8!1s0x9105c95c2a91158d:0xaf9e32e8efc1248!8m2!3d-12.0633513!4d-77.0966873!9m1!1b1!15sChBjbGFybyBzYW4gbWlndWVsIgOIAQGSARBjZWxsX3Bob25lX3N0b3Jl4AEA!16s%2Fg%2F11b6gqb64q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Por las razones de que claro es la número 1 en cuanto a comunicaciones,según mi opinión,debe serlo en ventas",por las razones de que claro es la número 1 en cuanto a comunicaciones según mi opinión debe serlo en ventas,108,21,False,False,False,False,True,neutral,True,False,,NEU,neutral,0.642419159412384,0.0963946357369422,0.642419159412384,0.2611861824989319,neutral,neutral,False,media,,neutral,consistencia_estrella_modelo,,,,,,,,,,media,muy positivo,0.9,Entusiasmo y recomendación fuerte como número 1,muy positivo
3988,"Es un centro comercial tranquilo con diversas tiendas, patio de comida y gym. Actualización: Ya no hay estacionamiento gratuito, las 2 primeras horas pagas 4 soles y luego 3 soles por hora o gratis por 30 soles de consumo durante las primeras 2 horas.",Tottus,Atocongo,Retail,5,muy positivo,Fecha de edición: Hace 3 meses,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Es un centro comercial tranquilo con diversas tiendas, patio de comida y gym. Actualización: Ya no hay estacionamiento gratuito, las 2 primeras horas pagas 4 soles y luego 3 soles por hora o gratis por 30 soles de consumo durante las primeras 2 horas.",es un centro comercial tranquilo con diversas tiendas patio de comida y gym actualización ya no hay estacionamiento gratuito las 2 primeras horas pagas 4 soles y luego 3 soles por hora o gratis por 30 soles de consumo durante las primeras 2 horas,251,44,False,False,False,False,True,muy positivo,True,False,,NEU,neutral,0.7161279916763306,0.0142457792535424,0.7161279916763306,0.2696262300014496,neutral,muy positivo,True,baja,sin_etiqueta_final_confiable,,regla_voto_ponderado,,,,,,,,,R1_estrellas_altas_neu_neutral,larga,neutral,0.8,"Descripción equilibrada, incluye inconveniente de estacionamiento",neutral
745,"Buen lugar para pagar recibos, atencion de cliente, CAC DE CLARO.",Claro,Plaza Norte,Telecomunicaciones,5,muy positivo,Hace 9 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buen lugar para pagar recibos, atencion de cliente, CAC DE CLARO.",buen lugar para pagar recibos atencion de cliente cac de claro,65,11,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.7721162438392639,0.0067344140261411,0.2211493402719497,0.7721162438392639,muy positivo,muy positivo,False,media,,muy positivo,consistencia_estrella_modelo,,,,,,,,,,corta,positivo,0.95,"Elogio sencillo, sin peros ni entusiasmo extremo.",positivo
2513,"Es una de las tiendas que tienen diferentes productos para el hogar, el vestir, el deporte en los cuales sus precios son competitivos",Oechsle,Jockey Plaza,Retail,3,neutral,Hace 5 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Es una de las tiendas que tienen diferentes productos para el hogar, el vestir, el deporte en los cuales sus precios son competitivos",es una de las tiendas que tienen diferentes productos para el hogar el vestir el deporte en los cuales sus precios son competitivos,133,23,False,False,False,False,True,neutral,True,False,,POS,positivo,0.8451032638549805,0.006801638752222,0.1480951011180877,0.8451032638549805,,neutral,True,baja,sin_etiqueta_final_confiable,,sin_etiqueta,positivo,media,Modelo apoya valoración favorable,si,neutral,baja,Texto ambiguo o poco concluyente,no,,media,positivo,0.9,"Destaca variedad y precios competitivos, tono favorable.",positivo
2429,"Atención en el tercer nivel, con 2 colas, publico y preferencial, luego esas 2 colas se mezclan en una(?!?!) La persona que te da el ticket para ir a un módulo se demora el preguntar y generar el ticket(si no eres titular solo es un reclamo, pero, si todos son reclamo?)otra ""jarana"" esperar a q te llamen, si tienes suerte te toca una persona con sentido común y trata de solucionarte el problema, gracias a Dios.",Movistar,San Miguel,Telecomunicaciones,2,negativo,Hace 4 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Atención en el tercer nivel, con 2 colas, publico y preferencial, luego esas 2 colas se mezclan en una(?!?!) La persona que te da el ticket para ir a un módulo se demora el preguntar y generar el ticket(si no eres titular solo es un reclamo, pero, si todos son reclamo?)otra ""jarana"" esperar a q te llamen, si tienes suerte te toca una persona con sentido común y trata de solucionarte el problema, gracias a Dios.",atención en el tercer nivel con 2 colas publico y preferencial luego esas 2 colas se mezclan en una la persona que te da el ticket para ir a un módulo se demora el preguntar y generar el ticket si no eres titular solo es un reclamo pero si todos son reclamo otra jarana esperar a q te llamen si tienes suerte te toca una persona con sentido común y trata de solucionarte el problema gracias a dios,414,78,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.8160036206245422,0.8160036206245422,0.1785416454076767,0.0054546971805393,negativo,negativo,False,alta,,negativo,consistencia_estrella_modelo,,,,,,,,,,larga,negativo,0.9,"Queja extensa sobre colas y atención, predominan aspectos negativos.",negativo
4755,Wong tiene sus cosas frescas y muy surtida la tienda,Wong,San Isidro,Retail,5,muy positivo,Hace 5 meses,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Wong tiene sus cosas frescas y muy surtida la tienda,wong tiene sus cosas frescas y muy surtida la tienda,52,10,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9463050365447998,0.0033922886941581,0.0503026656806468,0.9463050365447998,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,,corta,positivo,0.9,"Elogio a frescura y surtido, sin entusiasmo exagerado.",positivo
3600,Lindo lugar para hacer compras...,Ripley,Miraflores,Retail,4,positivo,Hace un año,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Lindo lugar para hacer compras...,lindo lugar para hacer compras,33,5,False,False,False,False,True,positivo,True,False,,POS,positivo,0.8843497037887573,0.0068772998638451,0.1087730303406715,0.8843497037887573,positivo,positivo,False,alta,,positivo,consistencia_estrella_modelo,,,,,,,,,,corta,positivo,0.9,"Comentario breve y positivo, sin exageración.",positivo
2987,"Desde la renovación de infraestructura realizada, que dió paso a la reubicación de góndolas y espacio de preparación y atención de comestibles, este local es una de los mejores. A ello se suma la calidad de atención y como siempre, los buenos precios y gran variedad de productos.",Plaza Vea,Miraflores,Retail,5,muy positivo,Fecha de edición: Hace 2 años,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Desde la renovación de infraestructura realizada, que dió paso a la reubicación de góndolas y espacio de preparación y atención de comestibles, este local es una de los mejores. A ello se suma la calidad de atención y como siempre, los buenos precios y gran variedad de productos.",desde la renovación de infraestructura realizada que dió paso a la reubicación de góndolas y espacio de preparación y atención de comestibles este local es una de los mejores a ello se suma la calidad de atención y como siempre los buenos precios y gran variedad de productos,280,48,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9540879130363464,0.0042302478104829,0.0416817665100097,0.9540879130363464,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,,larga,muy positivo,0.95,"Elogio entusiasta a infraestructura, atención, precios y variedad.",muy positivo
2399,"Terrible lugar sin ventanas ni aire acondicionado, uno fácilmente se sofoca aquí. La atención es ineficiente y poco empática, desganada incluso. Nada recomendable. Preferible no tener celular o internet en casa a contratar Movistar.",Movistar,San Miguel,Telecomunicaciones,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Terrible lugar sin ventanas ni aire acondicionado, uno fácilmente se sofoca aquí. La atención es ineficiente y poco empática, desganada incluso. Nada recomendable. Preferible no tener celular o internet en casa a contratar Movistar.",terrible lugar sin ventanas ni aire acondicionado uno fácilmente se sofoca aquí la atención es ineficiente y poco empática desganada incluso nada recomendable preferible no tener celular o internet en casa a contratar movistar,232,34,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9807181358337402,0.9807181358337402,0.0165464226156473,0.0027354492340236,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,,media,muy negativo,0.98,"Fuerte queja, desaconseja totalmente el local.",muy negativo
2794,"Grande. Ordenado. Aunque como en todos los Plaza Vea, el personal no es uniforme. Algunos muy amables y otros a los que provoca tirarles con un hacha en la cabeza. El estacionamiento del Centro Comercial sale gratis con las compras. Hay zona de electrodomésticos. Y también hay un sitio para sentarse a almorzar. Tiene un pequeño buffet.",Plaza Vea,Jockey Plaza,Retail,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Plaza+Vea/@-12.0849708,-76.978382,17z/data=!4m8!3m7!1s0x9105c7b29d8327ab:0x53a1dec5abe39636!8m2!3d-12.0849761!4d-76.9758071!9m1!1b1!16s%2Fg%2F1tcw4phd?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Grande. Ordenado. Aunque como en todos los Plaza Vea, el personal no es uniforme. Algunos muy amables y otros a los que provoca tirarles con un hacha en la cabeza. El estacionamiento del Centro Comercial sale gratis con las compras. Hay zona de electrodomésticos. Y también hay un sitio para sentarse a almorzar. Tiene un pequeño buffet.",grande ordenado aunque como en todos los plaza vea el personal no es uniforme algunos muy amables y otros a los que provoca tirarles con un hacha en la cabeza el estacionamiento del centro comercial sale gratis con las compras hay zona de electrodomésticos y también hay un sitio para sentarse a almorzar tiene un pequeño buffet,337,57,False,False,False,False,True,neutral,True,False,,POS,positivo,0.8002557158470154,0.0095377871766686,0.1902064383029937,0.8002557158470154,neutral,neutral,True,baja,sin_etiqueta_final_confiable,,ia_lote_neutral,muy positivo,alta,Elogio claro o recomendación explícita,si,neutral,media,Combina aspectos positivos y negativos,si,,larga,neutral,0.85,"Combina elogios y críticas al personal, tono mixto.",neutral
131,Excelente,BBVA,San Miguel,Banca,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/BBVA+Maranga/@-12.0982372,-77.1197109,12z/data=!4m12!1m2!2m1!1sbbva+san+miguel!3m8!1s0x9105c97ab9b4dd89:0x85537dcef19963a0!8m2!3d-12.0779823!4d-77.0923282!9m1!1b1!15sCg9iYnZhIHNhbiBtaWd1ZWwiA4gBAZIBBGJhbmvgAQA!16s%2Fg%2F1ptwqb20r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Excelente,excelente,9,1,True,False,True,False,True,muy positivo,True,True,comentario_corto;comentario_repetido_en_dataset,NEU,neutral,0.4778626263141632,0.2034152746200561,0.4778626263141632,0.3187220990657806,,muy positivo,True,baja,sin_etiqueta_final_confiable;baja_confianza_modelo;revision_limpieza,,sin_etiqueta,,,,,,,,,,corta,muy positivo,0.97,Comentario breve pero altamente elogioso.,muy positivo
1839,"De lo peor, el local es grande pero está mal distribuido, muy desordenado, hay suciedad en el piso, si quieres usar los baños tienes que pagar (???) personal prepotente y sin ganas de trabajar.",Metro,San Miguel,Retail,2,negativo,Hace un año,"https://www.google.com/maps/place/Metro+La+Marina/@-12.0891802,-77.3715373,10z/data=!4m12!1m2!2m1!1smetro+san+miguel!3m8!1s0x9105c97023499e85:0xcdd5aa58f24e5e51!8m2!3d-12.0766255!4d-77.0891354!9m1!1b1!15sChBtZXRybyBzYW4gbWlndWVsWhIiEG1ldHJvIHNhbiBtaWd1ZWySAQtzdXBlcm1hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5UVXlObk5uUlJBQuABAPoBBAgAEEE!16s%2Fg%2F12vqp1m59?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","De lo peor, el local es grande pero está mal distribuido, muy desordenado, hay suciedad en el piso, si quieres usar los baños tienes que pagar (???) personal prepotente y sin ganas de trabajar.",de lo peor el local es grande pero está mal distribuido muy desordenado hay suciedad en el piso si quieres usar los baños tienes que pagar personal prepotente y sin ganas de trabajar,193,33,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.9831351041793824,0.9831351041793824,0.0140161020681262,0.0028488365933299,negativo,negativo,False,alta,,negativo,consistencia_estrella_modelo,,,,,,,,,,media,muy negativo,0.98,"Queja grave sobre limpieza, distribución y personal, desaconseja.",muy negativo
1699,"Todo bien, variedad de productos, lo malo fue la atención del señor encargado de la confitería (nada amable), parece que reniega con cada cliente que le pregunta algo o le pide algo, porque o da negativas o simplemente no les responde, es un mal colaborador. Por lo demás todo bien.",Metro,Breña,Retail,3,neutral,Hace 3 años,"https://www.google.com/maps/place/Metro+Bre%C3%B1a/@-12.053956,-77.0534221,15z/data=!4m8!3m7!1s0x9105c8c53e4b0cb1:0x35d73616c6af137!8m2!3d-12.0539772!4d-77.0431223!9m1!1b1!16s%2Fg%2F11h1cmj1r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Todo bien, variedad de productos, lo malo fue la atención del señor encargado de la confitería (nada amable), parece que reniega con cada cliente que le pregunta algo o le pide algo, porque o da negativas o simplemente no les responde, es un mal colaborador. Por lo demás todo bien.",todo bien variedad de productos lo malo fue la atención del señor encargado de la confitería nada amable parece que reniega con cada cliente que le pregunta algo o le pide algo porque o da negativas o simplemente no les responde es un mal colaborador por lo demás todo bien,282,50,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.972017228603363,0.972017228603363,0.0242594815790653,0.0037232576869428,neutral,neutral,True,baja,sin_etiqueta_final_confiable,,ia_lote_neutral,muy negativo,alta,Queja fuerte y experiencia muy negativa,si,neutral,media,Combina aspectos positivos y negativos,si,,larga,neutral,0.85,"Elogia en general, pero critica fuertemente al encargado.",neutral
1063,"Pésimo servicio, no están organizados. No saben a dónde debe acercarse el cliente. Mala atención en caja.",Entel,San Miguel,Telecomunicaciones,2,negativo,Hace un año,"https://www.google.com/maps/place/TIENDA+PLAZA+SAN+MIGUEL+-+ENTEL/@-12.0763584,-77.0928335,15z/data=!3m1!5s0x9105c971d670aa0f:0x8193992371f626fa!4m8!3m7!1s0x9105c96d7da22637:0x682badb0e9bd7614!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!16s%2Fg%2F11b6qyzz6h?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pésimo servicio, no están organizados. No saben a dónde debe acercarse el cliente. Mala atención en caja.",pésimo servicio no están organizados no saben a dónde debe acercarse el cliente mala atención en caja,105,17,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.9655963778495787,0.9655963778495787,0.0288156662136316,0.0055878721177577,negativo,negativo,False,alta,,negativo,consistencia_estrella_modelo,,,,,,,,,,media,muy negativo,0.98,"Fuerte queja de servicio y organización, tono extremadamente negativo.",muy negativo
4436,SIEMBRE OFERTAS CONVENIENTES..VARIEDAD DE PRODUCTOS DE BUENA CALIDAD.MARCAS DE PRIMERA OPCION Y TAMBIEN ALTERNATIVOS..BUENAUBICACIÓN Y TRATO DE ORIMERA..,Wong,La Molina,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Wong+La+Molina/@-12.0909119,-77.371532,10z/data=!4m12!1m2!2m1!1swong+la+molina!3m8!1s0x9105c71a9112c9a1:0xf1ccb920f195bc5b!8m2!3d-12.0919991!4d-76.9514207!9m1!1b1!15sCg53b25nIGxhIG1vbGluYSIDiAEBWhAiDndvbmcgbGEgbW9saW5hkgELc3VwZXJtYXJrZXSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRTYkdSdVdYUlJWa1p5Vld4UmQxTkZNVE5VUjJSeVRsaG9UMUpWUlJBQuABAPoBBAgAECE!16s%2Fg%2F1tm8g106?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",SIEMBRE OFERTAS CONVENIENTES..VARIEDAD DE PRODUCTOS DE BUENA CALIDAD.MARCAS DE PRIMERA OPCION Y TAMBIEN ALTERNATIVOS..BUENAUBICACIÓN Y TRATO DE ORIMERA..,siembre ofertas convenientes variedad de productos de buena calidad marcas de primera opcion y tambien alternativos buenaubicación y trato de orimera,153,21,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.4940780401229858,0.0172658711671829,0.48865607380867,0.4940780401229858,muy positivo,muy positivo,True,baja,baja_confianza_modelo,muy positivo,consistencia_estrella_modelo,,,,,,,,,,media,positivo,0.88,"Elogio amplio a ofertas y calidad, tono entusiasta moderado.",positivo
4614,Buen surtido y de gran calidad,Wong,Miraflores,Retail,5,muy positivo,Hace 5 meses,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Buen surtido y de gran calidad,buen surtido y de gran calidad,30,6,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9668220281600952,0.003787241410464,0.029390774667263,0.9668220281600952,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,,corta,positivo,0.9,"Breve elogio al surtido y calidad, sin exageración.",positivo
