id_registro,empresa,rubro,estrellas,comentario_limpio,etiqueta_modelo,confianza_modelo,cluster,sentimiento_v2,etiqueta_revisada,observacion_revision
722,Claro,Telecomunicaciones,5,Fue buena la atención pero demoramos más de lo que imaginamos,negativo,0.4885999858379364,3.0,positivo,,
3856,Scotiabank,Banca,5,Scotiabank larco Miraflores,neutral,0.4128000140190124,6.0,neutral,,
193,BCP,Banca,5,Moderno,neutral,0.3282999992370605,6.0,positivo,,
1077,Entel,Telecomunicaciones,4,El tiempo de espera para la atención es largo,negativo,0.4776000082492828,9.0,negativo,,
568,Claro,Telecomunicaciones,3,"En esta oportunidad e imagino q por el horario, me atendieron rápido, fui a confultar por un reclamo puesto en diciembre y me doy con la sorpresa q fue anulado el mismo así que generaron una solicitud por el sistema para dar solución (espero), resaltar al sr Marcelo Benítez P., acesor de servicio q fue cordial, atento y dentro de lo posible rápido con la atencion",positivo,0.3867999911308288,4.0,positivo,,
2319,Movistar,Telecomunicaciones,3,"Las personas que atienden son amables, pero considero que hay mucha gente que va, por lo que, demora la atención en el sentido de la espera.",negativo,0.4363000094890594,9.0,negativo,,
3133,Plaza Vea,Retail,4,"Bien ubicado, muchas tiendas dentro y alrededores, casi todos los bancos cerca. Muy agradable para salir de compras o simplemente pasear un poco e ir por un café, un helado o algo de comer; tal vez de compras al supermercado o al cine. Cuenta con dos pisos, escaleras eléctricas en los ingresos laterales y dos ascensores en la parte central. Tiene tres ingresos. Los fines de semana existen ofertas y una pequeña feria de productos artesanales.",positivo,0.4876999855041504,6.0,neutral,,
501,Claro,Telecomunicaciones,1,Fui a cambiar 3 líneas preparo a post pago y hasta la fecha no hacen la variación pese a que firme todos los contratos y llame por teléfono igual no atendieron.,negativo,0.4771000146865845,4.0,negativo,,
3884,Scotiabank,Banca,3,Depende de la gente que le toca a la sede,neutral,0.4147999882698059,9.0,neutral,,
1669,Metro,Retail,1,"I.E Teresa Gonzáles de Fanning,muy bonito ,hoy hubo la Juramentación de policías escolares .",neutral,0.4162999987602234,6.0,positivo,,
811,Entel,Telecomunicaciones,1,Puros franeleros,neutral,0.4842000007629394,6.0,muy negativo,,
4156,Tottus,Retail,5,"Si lo visite ,por el pago de mi tarjeta de Saga y aproveché en hacer compras . Parecía que era interminable la cola para ingresar , pero no ! Se hacían los controles y cumplía los protocolos de bio seguridad. La señalitica en el piso .. Mi recomendación..lleva tu lista . No perderás tiempo .",negativo,0.4810999929904938,9.0,positivo,,
3728,Ripley,Retail,5,"Fuimos a comprar colchón para nuestro hijo. Compramos uno de Paraíso. Fui a comprar pantalones. Había buenos precios. Vine a comprar unas blusas y polos para mi esposa. Hay bonitas coas, pero varias me parecieron carolinas. No se vean de especial caliidad En general, hay gran variedad de tiendas y de patio de comidas. Hay los clásicos del fast food (KFC, Pizza Hut, etc) así como restaurantes (sofá café, etc.) Y sangucherias (La Lucha, etc.)",positivo,0.4882999956607818,6.0,neutral,,
56,BBVA,Banca,4,Penúltimo día de AFP Horizon,negativo,0.4436999857425689,6.0,neutral,,
2872,Plaza Vea,Retail,5,ENCONTRE LA CAFETERAS Y EL MOLINERO QUE MAS BUSCABA EXCELENTE QUÉ HERMOSAS ESTAN,negativo,0.3406000137329101,6.0,muy positivo,,
2191,Movistar,Telecomunicaciones,3,"En este lugar se forman largas colas, debido a la pandemia las colas cada vez son más largas y la gente suele esperar aproximadamente 1 hora hasta que lo puedan atender. Algo que destacar es que en esa zona no ofrecen internet por fibra óptica aunque su oficina se encuentre ahí.",neutral,0.4532000124454498,9.0,negativo,,
1472,Falabella,Retail,4,"Falabella San Isidro de por sí siempre ha sido buen punto para comprar entre todos de la misma marca, el recojo de pedido en línea, fue rapidísimo.",positivo,0.4476000070571899,20.0,positivo,,
4688,Wong,Retail,4,"Bien completo. Ideal por si estás por la zona con una mochila pesada, te la cuidan mientras compras. Por el momento, evitar la publicista de Andean Liquors.",positivo,0.482699990272522,6.0,positivo,,
949,Entel,Telecomunicaciones,4,"Saqué mi cita por la app y con eso pude entrar más rápido, pero aún así se demoraron en llamarme. Después de eso, la atención fue muy rápida.",neutral,0.4772000014781952,4.0,positivo,,
3729,Ripley,Retail,5,Habia poca gente,negativo,0.3549000024795532,9.0,neutral,,
4108,Tottus,Retail,4,"La tienda más grande de la cadena, con la mayor variedad de productos y marcas con referencia a otras similares. Fácil ingreso a pie y si vas con auto el estacionamiento está bastante cerca. Buena y limpia zona de comidas. Todo se ve bien ordenado y abastecido.",muy positivo,0.4932000041007995,23.0,muy positivo,,
3554,Ripley,Retail,3,Deberían mejorar los baños. Deja mucho que desear.,negativo,0.4113999903202057,4.0,negativo,,
376,Claro,Telecomunicaciones,1,No hay centro de atención en el jockey,negativo,0.4582000076770782,1.0,negativo,,
2938,Plaza Vea,Retail,3,"es un lugar accesible agradable sin embargo hay algunos empleados que lejos de orientar, quizás sea porque algunos son nuevos o tal vez por la inexperiencia de poder dar al cliente lo que debidamente le corresponde señalar en forma precisa, acudí a comprar libros de corefo pero dicen que solamente existe en algunas tiendas de plaza vea",negativo,0.4964999854564667,21.0,negativo,,
2196,Movistar,Telecomunicaciones,3,"No me desinfectaron con alcohol al momento de ingresar, solo me tomaron la temperatura y habian dos tapetes para limpiarse los pies, sin embargo en cada módulo de atencion hay un frasco de alcohol en gel el cual puedes usar para desinfectarte. Llegué casi a las 5 y había cola para entrar, espere 20 minutos y pude entrar. Dentro espere 5 minutos a que me llamen. Mi tramite fue relativamente sencillo y me tomo 10 minutos, pero habian un par de personas mayores quejandose por las demoras. Siempre el mismo problema: por telefono te dicen una cosa y en persona otra, les falta capacitar e informar a los tecnicos y este es un problema de siempre no por las dificultades ocasionadas por la pandemia.",negativo,0.4905999898910522,4.0,negativo,,
15,BBVA,Banca,5,"Si esta en funcionamiento, lugar concurrido",neutral,0.4345000088214874,6.0,neutral,,
4215,Tottus,Retail,3,"(cuarentena) como era de esperarse por esta situación hay cola, pero no demoras tanto en entrar. Está surtido (precios relativamente económicos), pero lamentablemente lo electrodomésticos no te los puedes llevar a cada ese mismo (a excepción de los televisores y consolas de videojuegos). La compras y te programan para pasada quincena de julio, lo cuál me pareció su exageración. El lugar limpio y cumplen con los protocolos que actualmente se exigen.",negativo,0.3625999987125397,4.0,neutral,,
3971,Tottus,Retail,4,Local asecible encuentras productos variados,muy positivo,0.3736000061035156,6.0,positivo,,
41,BBVA,Banca,2,En el frontis dice cajeros automáticos 24h y es la segunda vez que vengo a depositar y están cerrados. Poco control de los alrededores del banco hay un tipo que te hostiga cuando parques tu auto.,muy negativo,0.4830000102519989,6.0,muy negativo,,
2435,Movistar,Telecomunicaciones,2,"Pese a que la atención fue lo más amablemente posible, no pude comprar nada ya que no tenían stock los modelos más solicitados, queriendo prácticamente que lleve el teléfono que ellos querían y no el que el cliente desea. Para comprar un samsung me invitaron ""amablemente"" a ir hasta el local de mega plaza.",negativo,0.4736000001430511,4.0,negativo,,
1300,Falabella,Retail,3,"En este centro comercial encontré muchos descuentos pero algunos no son de buena calidad como se espera por el precio ya que son de material muy simples, pero los diseños y otras marcas reconocidas si tiene excelente calidad y con el precio un poco mayor pero también se encuentran descuentos. Se puede encontrar creo que para todos los gustos y edades, aunque no encontré para Deportista mucha variedad, a comparación de sus otras sedes.",positivo,0.4492999911308288,1.0,neutral,,
3433,Ripley,Retail,4,"Bueno hemos ingresado a varias tiendas del Jockey plaza y cuando compras te deen la bolsa de papel , es una ayuda .. Algunas tiendas lucran con la bolsa te cobran que dicen son biodegradables pero huelen a malogrado podrían supervisar eso !!",negativo,0.4235999882221222,6.0,negativo,,
2044,Movistar,Telecomunicaciones,3,Ha mejorado la atencion menos en almacen donde no tratan bien al cliente,negativo,0.4199000000953674,0.0,neutral,,
3106,Plaza Vea,Retail,4,Se encuentra de todo. Pero falta un poco de orden y mejor distribución,neutral,0.4736000001430511,6.0,neutral,,
3122,Plaza Vea,Retail,4,Variado cómodo seguro,positivo,0.4647000133991241,6.0,positivo,,
1091,Entel,Telecomunicaciones,5,Mucho más eficiente que el de megaplaza,neutral,0.4614000022411346,6.0,positivo,,
3714,Ripley,Retail,4,"Centro comercial con varias vías de acceso, por la universitaria y por la Av la marina, amplio, ordenado, con seguridad, cuenta con patio de comidas y restaurante, tiene estacionamiento.",positivo,0.4690999984741211,1.0,neutral,,
3746,Ripley,Retail,5,PLAZA SAN MIGUEL ES MI IDEAL PARA OBTENER MIS NECESIDADES CUBIERTAS.,positivo,0.3106000125408172,8.0,muy positivo,,
2290,Movistar,Telecomunicaciones,2,"Cuando te te atienden, son amables y de buen trato, pero cuando vas a tratar de los servicios se hace a través del celular, hoy fue el último servicio de dos clientes",neutral,0.3188000023365021,20.0,neutral,,
4717,Wong,Retail,5,"Es una de las tiendas más ordenadas y completas que haya conocido. Además de su organización interna, no sólo de los anaqueles y grupos de productos, sino también de las cajas y formas alternativas de pago, está ubicada en un lugar donde hay cochera y un buen flujo de vehículos, que te facilita las compras considerablemente.",positivo,0.4999000132083893,6.0,muy positivo,,
3275,Plaza Vea,Retail,4,Todo arreglado limpio y fresco solo diría que el pan embolsado no me agrada mucho que digamos,positivo,0.4415000081062317,4.0,positivo,,
3979,Tottus,Retail,4,"Cómodo Supermercado al Sur de Lima donde encontrar todo para el hogar, con sólo el problema de la falta de cajeros ágiles que eviten esas molestas colas al momento de cancelar.",positivo,0.4472000002861023,6.0,positivo,,
3243,Plaza Vea,Retail,3,"Productos no están con precios correctos. Aparecen en el exhibidor con un precio y en Caja aparece otro,confundiendo y dorando o cancelando su compra por estos errores.",negativo,0.4869000017642975,4.0,negativo,,
1878,Metro,Retail,4,"Muchos productos, el menaje es de excelente calidad, cosas hermosas para decoración. Hay ciertas área donde están un poco amontonadas las cosas y eso genera que las personas también se aglomeren en ese punto. Por lo demás todo ok.",positivo,0.4711000025272369,6.0,positivo,,
256,BCP,Banca,1,"Estafa total.me envían una carta avisando que tengo un saldo a favor para luego en la agencia ""me explican"" que es un error y que tengo una deuda desde el 2015 PLOP Gracias Romero por el ""aporte voluntario"" que debo haberle hecho a Keiko en tu nombre",negativo,0.4763000011444092,4.0,muy negativo,,
4152,Tottus,Retail,5,El ingreso con doble mascarilla y protector facial atención hasta las 6pm,neutral,0.4501999914646148,6.0,neutral,,
1302,Falabella,Retail,3,"Compre un juego de sabanas y edredón on-line, pero al recoger el producto era diferente al de la compra y el edredón no era reversible como la imagen referencial. Me sentí super engañada. Cuidado con lo ofrecen.Devolví todo.",neutral,0.3925999999046325,4.0,muy negativo,,
3160,Plaza Vea,Retail,5,"Super completo venden de todo hasta ropa para hombres, mujeres y niños",positivo,0.3874000012874603,6.0,positivo,,
3005,Plaza Vea,Retail,5,"Este local de Plaza Vea está ordenado, limpio, tiene muchos productos , buenos precios y la atención al cliente está OK. Si me quedara cerca siempre iría allí.",positivo,0.4778999984264374,21.0,muy positivo,,
971,Entel,Telecomunicaciones,5,"Me escucharon atención y resolvieron mis dudas y reclamos, ni que desir de la amabilidad.",positivo,0.3806000053882599,4.0,positivo,,
4673,Wong,Retail,3,Muy agradable lugar. Es mi preferido. Es un gusto comprar ahi. Como sugerencia un poco mas de control con el distanciamiento social. Mucha gente en el local No hay control en las cocheras. La gente anda sin mascarillas. Falta un cartel grandazo para los ignorantes.,positivo,0.355100005865097,9.0,positivo,,
3546,Ripley,Retail,3,"Muy elegante y bien distribuido sus anaqueles, poco personal para la atención al cliente; si bien es cierto realizan descuentos pero únicamente a los clientes que utilizan las tarjetas de Ripley, lo cual me parece discriminatorio a la gente de provincias que viene a Lima y desea adquirir algun producto que no hay en el interior del país.",neutral,0.4659000039100647,4.0,negativo,,
4651,Wong,Retail,1,La verdad que todo muy bien pero los de seguridad te seguien como lo indicaron antes es su trabajo si pero no de tan cerca como va estar hablando cerca tuyo y se escucha claramente como te describen la verdad hay que mejorar en eso..,neutral,0.3549000024795532,4.0,negativo,,
3441,Ripley,Retail,4,"Cada vez que entro con mis clientes a Ripley, nunca encontramos algo que realmente guste del todo. Al menos, la ropa me parece demasiado convencional y poco vanguardista. Quizás me equivoque, pero siempre terminamos comprando en la tienda de su competencia. Aunque debo reconocer que parte de sus mejores marcas son Marquis, Menta & Chocolate, Desigual, y Guess, pero las demás marcas me parecen muy convencionales. En cuanto a los otros departamentos, pues estos ofrecen prácticamente lo mismo que otros retailers.",neutral,0.463699996471405,6.0,negativo,,
1719,Metro,Retail,4,"Muy amplio y variado. Se encuentra de todo, hasta ropa! Este local tiene muchos años abierto y definitivamente es uno de los locales más grandes de toda la.cadena de supermercados. Hoy en día en el segundo piso hay un KFC además de su comedor en donde se vende comida. También conecta con un multicine.",muy positivo,0.4844000041484833,6.0,muy positivo,,
685,Claro,Telecomunicaciones,3,"La atención en la ventanillas es rápido, pero dónde uno pierde minimo una hora de espera, es en el módulo de ticket dónde te brindan el número de atención según tu tema, caso o situación.",neutral,0.489300012588501,9.0,negativo,,
385,Claro,Telecomunicaciones,1,Buenas tardes bueno mi opinión es que no tuve la atención que esperaba debido a que tuve que exigir para que realicen mi reclamo al encargado que me atendió. Faltó dar mejor información y trato para el cliente. Gracia,negativo,0.3955000042915344,4.0,negativo,,
4578,Wong,Retail,5,El supermercado tiene gran variedad de productos. Además de tener un par de ascensores amplios directos a los estacionamiento.,positivo,0.449099987745285,23.0,positivo,,
3556,Ripley,Retail,3,"Señores buenas noches hace un mes que anule la tarjeta de. Crédito Ripley y hasta el momento no me hacen llegar la carta de no adeudo, por favor cuanto mas tengo que esperar",negativo,0.4988000094890594,4.0,negativo,,
3381,Ripley,Retail,1,"O mismo de siempre, hace una semana una casaca estaba 260, ahora voy y dice 440 con 40% de descuento, osea mas caro que antes y encima con descuento. Solo queda buscar una buena fecha para compra",negativo,0.4903999865055084,4.0,negativo,,
2685,Oechsle,Retail,4,"En cuanto a orden, e higiene, mantienen el standar; nada que reprochar. Personalmente me gustan la mayoria de diseños de ropa que tienen, tienen productos calidad precio, le doy 4 estrellas por que en lo personal me gusta que la atención al cliente se más simpático.",muy positivo,0.4769999980926513,6.0,positivo,,
2985,Plaza Vea,Retail,4,Un buen lugar para ir de compras. Recomiendo una rampa de acceso por Petit Thouars.,positivo,0.4717999994754791,14.0,positivo,,
2984,Plaza Vea,Retail,4,Amplio supermercado con diversas opciones de productos en general. Es cómodo pero adolece de personas para realizar consultas sobre los productos que ofrecen.,muy positivo,0.4366999864578247,6.0,negativo,,
4499,Wong,Retail,1,"Los precios en los estantes no coinciden con los de caja… Supermercado para turistas a precios desorbitados, no lo recomiendo",negativo,0.4126999974250793,4.0,muy negativo,,
3421,Ripley,Retail,4,"Todo bien, bastantes ofertas, aunque pocas marcas y variedad, en tecno si tienen muy buenas marcas y opciones!!! Buenos precios en laptops, celulares, etc...",positivo,0.4921000003814697,15.0,positivo,,
3426,Ripley,Retail,4,"La atención ha mejorado a lo largo de los años, también se incrementó el personal de apoyo en las compras lo cual facilita encontrar productos y hacer más rápida la.compra. Además han iniciado al parecer un sistema de fidelizacion con los clientes ya que en mi caso, siempre me llaman a consultar que tal fue mi experiencia, me ofrecen descuentos personalizados y más. Lo único que podrían mejorar es el nivel de variedad de marcas en la tienda, por ejm no tienen MK que si lo tiene saga, entre otras marcas.",neutral,0.4129000008106231,6.0,positivo,,
2001,Movistar,Telecomunicaciones,1,Mala atención se cosentran en las renovaciones y no en atender y resolver quejas,negativo,0.4765999913215637,4.0,negativo,,
2745,Oechsle,Retail,5,"Cada año renuevo mis lentes de sol con esta marca que vende está tienda, las 3 B que desea todo comprador, en cuanto a otros productos me agrada que las prendas sean en su mayoría manufactura nacional.",positivo,0.4589000046253204,6.0,positivo,,
2537,Oechsle,Retail,4,Hay variedad de productos. Precios accesibles y ofertas con tarjeta.,positivo,0.4966000020503998,23.0,positivo,,
3555,Ripley,Retail,3,"Me gusta, pero pienso que podrían realizar mejores ofertas con marcas exclusivas, y no solo las marcas cómodas.",neutral,0.4381000101566314,6.0,positivo,,
1552,Falabella,Retail,5,"Buenos productos, lo malo son las cajas muchas colany desorden",positivo,0.3361000120639801,15.0,neutral,,
4020,Tottus,Retail,5,"Dispone de una gran variedad de productos. Oferta abarrotes y menestras a granel, asi como carnes y pan llevar en general. Por ultimo, también ofrece prendas de vestir y calzado.",muy positivo,0.3607999980449676,23.0,positivo,,
3176,Plaza Vea,Retail,5,"Plaza Vea ha mejorado bastante. Me gusta el servicio de recojo en tienda porque no me demoró casi nada, por no decir nada. Realmente sus procesos han mejorado y las cajas rápidas son una muy buena opción para cuando se está apurado. La cobertura del delivery debe ampliarse a otros sitios de la victoria, por ejemplo.",positivo,0.4496999979019165,21.0,muy positivo,,
1404,Falabella,Retail,5,"Me encanta, suelo hacer recojo de compras y puedo ir con mi gordito 🐶…",muy positivo,0.460099995136261,6.0,muy positivo,,
594,Claro,Telecomunicaciones,4,"Centro de Atención Clientes de Claro Perú, cuenta con máquinas tipo cajero para Pagar Recibí, Recargas y Chips nuevos 4G, así mismo cuenta con una zona de autogestión, ventas de equipos de diferentes marcas y gamas, puede contratar servicios de Claro Hogar y atención en ventanilla por personal capacitado.",neutral,0.4515999853610992,4.0,neutral,,
1891,Metro,Retail,4,"Muy grande y ofrece diversas variedad de productos desde artefactos eléctricos, ropa, hasta juguetes y desde luego todo tipo de fiambres y comida preparadas para llevar, sin embargo debes de comparar bien los precios antes de comprar no todo lo que está rotulado como oferta en realidad lo es.",positivo,0.3923999965190887,23.0,neutral,,
2092,Movistar,Telecomunicaciones,5,Muy rápida la atención y hay rampas para discapasitados y semáforos,positivo,0.4893999993801117,5.0,positivo,,
3299,Plaza Vea,Retail,4,"Pequeño pero ordenado, encuentras lo necesario para tus compras, el servicio de cajas es algo que debe mejorar, demasiadas colas y personal apático, la seguridad revisa hasta si te ve saliendo de la caja... Mejorando eso en un muy buen servicio",muy positivo,0.4539999961853027,20.0,negativo,,
4608,Wong,Retail,5,"La atención es muy buena, ""donde comprar es un placer"". La gente siempre dice que es caro, pero la verdad es que se encuentran promociones que no hay en otros lugares. Quede muy contento.",positivo,0.4860999882221222,3.0,muy positivo,,
3089,Plaza Vea,Retail,3,"Muy cálido el ambiente. Las cajas de autoservicio les hace falta mantenimiento falló en una compra, la señorita de atención demoraba en solucionarlo, nos hicieron pasar a otra caja qué el joven encargado, lo hizo al toque",neutral,0.3810999989509582,6.0,neutral,,
4719,Wong,Retail,5,Tiene todo o casi todo,neutral,0.4305999875068664,6.0,neutral,,
578,Claro,Telecomunicaciones,3,"El Tipo que me atendió parecía molesto,no me dió información suficiente, cuando fui pará ver si me daban además de los 2 líneas, quería cambiar de Movistar a claro servicio de cable e internet",muy negativo,0.4925000071525574,4.0,negativo,,
3543,Ripley,Retail,3,"La tienda tiene buena distribución en cuanto a la exhibición de prendas. La cochera es amplia y tres horas por compra mínima de S20 soles. Lo único horroroso son los baños . No cuentan con ventilación, y si tienes ganas de un Kakaroto de emergencia, solo hay 4 inodoros, y todo el ambiente huele a poto de camionero.",neutral,0.3301999866962433,6.0,negativo,,
3156,Plaza Vea,Retail,5,"Siempre hago mis compras ahi y nunca he tenido problemas. El otro dia mi hermano menor tiró una botella de aceite de oliva al suelo, se rompió e inmediatamente llegó un joven a limpiar y no nos cobraron por el accidente. Las colas no demoran casi nada",negativo,0.4095999896526336,4.0,muy positivo,,
412,Claro,Telecomunicaciones,2,Me enviaron al Jockey. No podian ayudarme.,muy negativo,0.463699996471405,4.0,negativo,,
4670,Wong,Retail,3,No tienen cuando terminar las remodelaciones. Cada semana que voy han cerrado alguna zona y mueven los productos de las góndolas. Hacen perder tiempo. Y lo otro es que faltan más cajas y personal que apoye para embolsar las compras. Uno va temprano para hacer las compras pero hay muy pocas cajas disponibles y personal que apoye.,negativo,0.4964999854564667,4.0,negativo,,
1928,Metro,Retail,5,"Supermercado con diversidad de productos alimenticios y electrodomésticos. Los alimentos cumplen con los estándares requeridos (vigencia, señalan los octógonos) Los cárnicos frescos y buena calidad. Al acceder te indican si estas cumpliendo con las normas de salud (doble mascarilla) y ahora el carne de vacunación. Amplio estacionamiento interno y externo.",positivo,0.4785999953746795,6.0,muy positivo,,
1460,Falabella,Retail,3,Todo bien en la tienda solo que no hay control de cantidad de personas. La sección de mujeres más lleno que la sección de hombres. Cuidado con los contagios. Deben mejorar el control de número de personas en el local.,positivo,0.4578000009059906,4.0,neutral,,
790,Claro,Telecomunicaciones,4,Concurrido,negativo,0.3154000043869018,6.0,neutral,,
2521,Oechsle,Retail,3,"Buenos precios en ropa, artefactos no tanto, pero con tarjeta Oh di",positivo,0.4914000034332275,15.0,neutral,,
4509,Wong,Retail,2,Trato de evitar ir a este local en particular porque su local es incomodo; tiene dos pisos pero se paga solo en uno. El servicio de taxis es pesimo.,muy negativo,0.421099990606308,6.0,muy negativo,,
1241,Falabella,Retail,5,"Si vas buscando calidad y modernidad en todo lo que es ropa para niño, dama, caballeros, jovenes, hogar, electrodomésticos y demás está tienda ubicada acá lo vas a conseguir. Es inmensamente grande. Es grande la empresa que tienen acá los socios chilenos es una locura. Pero super bello todo, y bien organizado.",positivo,0.4979000091552734,6.0,muy positivo,,
1333,Falabella,Retail,4,"Muchas variedad, pero los precios no son para volverse locos",negativo,0.384799987077713,4.0,positivo,,
3692,Ripley,Retail,4,"Tienda especializada en la venta de productos para el hogar, oficina y de ocio.",neutral,0.3571999967098236,6.0,neutral,,
2869,Plaza Vea,Retail,5,"Seguro , respeto al cliente, cine acogedor deberían bajarle al volumen del cine, diversificación y promosiones",neutral,0.366100013256073,6.0,positivo,,
1561,Falabella,Retail,5,"Buenas ofertas y variedad de productos, estacionamiento disponible, amplia comodidad",muy positivo,0.4826000034809112,11.0,muy positivo,,
2535,Oechsle,Retail,4,"Súper por el horario casi nada de gente, todo ordenado y limpio cajas casi vacías rápida atencion",positivo,0.4007000029087066,10.0,muy positivo,,
1963,Metro,Retail,5,"Metro grande, gran variedad, estacionamiento amplio (se paga si no compras). En la puerta hay una mini feria de comida al paso y bocaditos. Al lado tienes un outlet grande de ropa y acccesorios. Diversos productos: ropa, perecibles, electrodomesticos, ropa, frutas, verduras, conidas. Los fines de semana es posible encontrar activaciones. Dentro hay puestos de donas, cases de telefonos, perfumerias, joyerias. Punto de canje de Bonus.",positivo,0.3991999924182892,23.0,neutral,,
3623,Ripley,Retail,5,Cerca a mi oficina donde encuentras una buena cantidad de ropa.,positivo,0.493800014257431,6.0,positivo,,
1311,Falabella,Retail,4,"Es una tienda por departamento grande, cuenta con varias secciones de productos para el hogar, moda y electrodomésticos divididos y ordenados en cada uno de los pisos del edificio, hay amplio personal que ayuda a los compradores a escoger mejor lo que deseen adquirir, cuenta con marcas reconocidas en cada uno de los rubros, asimismo cuenta con algunas marcas propias o exclusivas, se recomienda ir temprano para evitar el tumulto de la tarde a la noche.",positivo,0.4343000054359436,6.0,positivo,,
1456,Falabella,Retail,3,"No porque se estén realizando vacunaciones no se debe seguir manteniendo los protocolos de seguridad y distanciamiento social.Visite a hacer compras por la variedad de productos y precios y he observado que en el área de comunicación y sístemas el personal claro que no todos pero algunos prefieren hacer grupos y no dedicarse a lo suyo que es atención y servicio al cliente. Es agradable comprar ahí ya que existe variedad de modelos, precios y productos de diferentes precios de acuerdo a los diferentes segmentos socioeconómicos.",neutral,0.4492999911308288,23.0,positivo,,
796,Claro,Telecomunicaciones,5,fracaso,negativo,0.4296000003814697,6.0,muy negativo,,
3215,Plaza Vea,Retail,1,Fui Ayer a pagar mi estado de cuenta.. estacione mi Auto en el segundo piso y cuando Hiba a salir enseñe a la señora del estacionamiento mi boucher de pago x 745 soles .. me dijo que eso no valía para el estacionamiento.. entonces acaso no es pago x consumo .. que abuso en plaza vea,negativo,0.4587000012397766,21.0,muy negativo,,
1189,Falabella,Retail,4,Ahora ya no hay tanta gente como antes está mucho mejor,neutral,0.4984000027179718,9.0,positivo,,
3957,Tottus,Retail,4,"Variedad de productos y ofertas, sale a cuenta comprar, la.ultima vez me compré mi colchón y al instante me lo llevaba a mi casa sin tanto papeleo, hay taxistas q están en la puerta, todavía en el interior(identificados) y te llevan con seguridad. Mucho cuidado con los q están afuera, mucho taxista informal y de dudosa reputación así como mototaxistas piratas.",neutral,0.4812999963760376,23.0,positivo,,
2969,Plaza Vea,Retail,4,"Me parece un buen lugar para hacer compras de supermercado, un local amplio, muy bien distribuido, con lindas personas ofreciendo degustaciones, muy buenas ofertas. Me parece muy bien que estén contribuyendo con la eliminación de las bolsas de plástico, pero lo que no me gustó es que casi la mayoría de sus cajas estuvieran cerradas, ocasionando largas colas en las que atendían, y con carteles en algunas cajas diciendo "" en esta caja sólo bolsas reusables, no damos bolsa"" en verdad me sorprendió, porque no estaba enterado de eso y me vi obligado a hacer una cola más larga, creo que así como hacen sus comerciales también deben incluir el anuncio de las bolsas..",negativo,0.276199996471405,11.0,neutral,,
1700,Metro,Retail,3,"Realmente es un supermercado muy organizado y limpio, su personal muy cordial, por mi parte si volvería a ir a comprar, lo que me pareció excesivo es el costo del uso de servicio higiénico que es de 0.80 y te dan ellos un poco de papel higiénico, cuando en otra sedes tú tienes acceso ilimitadamente al uso del papel higiénico.",muy positivo,0.4745000004768371,6.0,positivo,,
170,BCP,Banca,3,OK.,negativo,0.3542999923229217,6.0,neutral,,
963,Entel,Telecomunicaciones,4,"Este centro de atención es muy grande lo que garantiza una rápida atención, se puede comprar equipos, chips, hacer trámites, reclamos y pagos. Por las restricciones impuestas en la zona, no hay forma sencilla de estacionar en los alrededores.",positivo,0.4598000049591064,4.0,positivo,,
3677,Ripley,Retail,3,Su estacionamiento no tiene descuento por consumo,neutral,0.4510000050067901,4.0,negativo,,
1314,Falabella,Retail,4,Tienda por departamentos. Se encuentra todo. Ropa. Zapatillas. Artículos deportivos. Electrodomésticos. TVs. Computadoras. Bastante surtido.,positivo,0.4679999947547912,6.0,neutral,,
4797,Wong,Retail,5,"Tiene de todo, precios algo elevados pero tienen un buen servicio y es consistente, compren el agua Bendictino",positivo,0.4715999960899353,20.0,positivo,,
806,Entel,Telecomunicaciones,1,"If I could give Entel Peru 0 stars, I would! I do not recommend their service at all, if you are a tourist and you are passing through Peru, their service is lousy! They made me buy a chip and then they never activated it! Despite following all the steps in the APP and then contacting them for customer service! I just lost my money. In addition to everything to activate the chip they ask for unnecessary data such as the name of the Father and the Mother and take photos of your fingerprints! Si pudiera ponerle 0 estrellas a Entel Peru se las daría! No recomiendo para nada su servicio si eres turista y estas de paso por Peru, su servicio el pésimo! Me hicieron comprar un chip y luego no lo activaron jamás! A pesar de seguir todos los pasos en la APP y luego contactarme con ellos por servicio al cliente ñ! Solo perdí mi dinero. Además de todo para activar el chip piden datos innecesarios como nombre de Padre y de la Madre y sacarte fotos a tus huellas digitales!",muy negativo,0.25,4.0,muy negativo,,
86,BBVA,Banca,5,Exelente,positivo,0.4059999883174896,6.0,muy positivo,,
3083,Plaza Vea,Retail,3,"Todo bien hasta el momento que tuve que hacer uso del baño de caballeros, una verdadera inmundicia ,la gente es tan sucia y floja que no hacen pasar sus heces y orina. Lo que me percaté es que ingresa gente que ni siquiera ha consumido un sol en el Plaza Vea, la mayoría son de la calle. Recomendaría pedir el comprobante de consumo en la tienda o de lo contrario cobrar por el servicio, así se evitarían de todos esos inmundos que hacen uso y abuso de los servicios higiénicos. Espero tomen en cuenta mi comentario",muy negativo,0.4862000048160553,21.0,muy negativo,,
3621,Ripley,Retail,5,"Es una tienda amplia donde encuentras de todo, tiene sección de ropa para hombres, mujeres y niños. Además de tecnología, electrodomésticos, decoración, maquillaje y hace poco vi que tienen sección dermocosmética, todo en un solo lugar.",neutral,0.4041999876499176,6.0,positivo,,
