id_registro,empresa,rubro,estrellas,comentario_limpio,etiqueta_llm,confianza_llm,justificacion_llm,etiqueta_pipeline_anterior,etiqueta_corregida
37,BBVA,Banca,1,¿Quién en su sano juicio cobra un 80% de interés en los préstamos? ¿Están locos los dueños o necesitan un baño de realidad? No necesitamos sus préstamos fraudulentos. Solucionen el problema del fraude o retiraremos todo nuestro dinero de sus bancos.,muy negativo,0.9,"Enojo intenso, denuncia fraude, recomienda no usar",muy negativo,
3691,Ripley,Retail,4,"Es muy amplio hay ofertas, las cajas para pagar hay pocos se demora mucho",negativo,0.9,Critica lentitud y escasez de cajas pese a amplitud.,,
2393,Movistar,Telecomunicaciones,1,Pésima atención,negativo,0.9,Breve queja sobre mala atención.,muy negativo,
562,Claro,Telecomunicaciones,3,Muchas gente y los que atienden hacen otras cosas y no atienden a los que esperan,negativo,0.9,Insatisfacción clara por mala atención,negativo,
1031,Entel,Telecomunicaciones,1,"Pésima atención ,no cuentan con atención preferencial un señor de 70 años espero más de 50 minutos y ni por los reclamos lo atendieron.",muy negativo,0.9,Queja grave de atención y tiempo.,muy negativo,
3887,Scotiabank,Banca,5,Buena experiencia,positivo,0.9,Expresa satisfacción con la experiencia,muy positivo,
466,Claro,Telecomunicaciones,5,En claro los celulares muy buenos precios,positivo,0.9,Elogio a precios bajos de celulares,muy positivo,
253,BCP,Banca,1,"Pesima atencion en plataforma, te preguntan que consulta realizaras y si no es tan importante simplemente se salgan los números siguientes",negativo,0.9,Queja por atención deficiente en plataforma,muy negativo,
995,Entel,Telecomunicaciones,5,"Es la torre Entel, en su primer piso se encuentra la tienda de atención al cliente y a la vez venta de equipos.",neutral,0.9,Solo información del local,neutral,
819,Entel,Telecomunicaciones,3,"Ideal para hacer operaciones necesarias, no encuentras mucha cola mayormente",muy positivo,0.9,"Elogio entusiasta, sin quejas",neutral,
691,Claro,Telecomunicaciones,3,Demora mucho tiempo en la cola para sacar tickets de atencion,negativo,0.9,Se queja de larga espera para tickets,negativo,
3259,Plaza Vea,Retail,3,"Tiene un baño de la tienda en la segunda planta ""al fondo"" en el estacionamiento, ..si estás apurado 💦 piensalo…",neutral,0.9,Comentario informativo sin valoración clara,neutral,
3457,Ripley,Retail,4,"Tienda por departamentos con mayor oferta de productos que otras sucursales, ofreciendo buenas campañas, los precios son similares a los de su competencia como Saga, París, donde si hay descuentos mayores es en sus marcas propias, como marquis, index, entre otras, pero revise bien el producto para que no se sorprenda después.",neutral,0.9,"Texto informativo, sin elogio ni queja marcada",,
637,Claro,Telecomunicaciones,1,Prepárate para perder medio día de tu tiempo y que con suerte re den solución a tu reclamo,muy negativo,0.9,Enfoca pérdida de tiempo y falta de solución,muy negativo,
2876,Plaza Vea,Retail,5,"Uno de los mejóres de la cadena de supermercados, ubicado para las compras domésticas, aunque desde hace buen tiempo ha ampliado la variedad de productos, y se encuentran innumerables y de diferentes categorías como electrodomésticos",muy positivo,0.9,Elogio entusiasta a calidad y variedad,muy positivo,
2732,Oechsle,Retail,5,"Un buen lugar para realizar sus compras siempre estan innovando, diria que esta a la par con Falabella o yq lo paso a mi parecer... Dios les bendiga",muy positivo,0.9,"Alto elogio y bendición, tono entusiasta",muy positivo,
185,BCP,Banca,5,Genial,muy positivo,0.9,Palabra corta pero entusiasta,,
878,Entel,Telecomunicaciones,1,"Entel tiene pésimo servicio post venta, cero amabilidad, no resuelven los problemas y no te devuelven tu dinero si pagaste de más. No lo recomiendo. Señores ENTEL: mi reclamo de devolución de un pago de más UDS LO HAN ARCHIVADO.",muy negativo,0.9,"Denuncia grave, recomienda no usar",muy negativo,
2673,Oechsle,Retail,4,Un sabado lindo de compras con mis Hombres mi hijo y mi esposo la tienda me encanta siempre encuentro todo lo que quiero,muy positivo,0.9,Entusiasmo y recomendación implícita,positivo,
2607,Oechsle,Retail,5,Hay muy buenos precios y poca gente hoy 30/07/20,positivo,0.9,Menciona buenos precios y poca concurrencia,,
3737,Ripley,Retail,5,Variedad de productos a buenos precios,positivo,0.9,"Solo elogios, sin quejas.",muy positivo,
368,Claro,Telecomunicaciones,1,"Desde que se mudaron de local del antiguo centro financiero al otro extremo, la atención ha empeorado. Tiempo de espera de 1 hora y media.",muy negativo,0.9,Queja grave de atención y larga espera.,muy negativo,
4228,Tottus,Retail,4,"Limpio, ordenado, encuentras varias cosas a buen precio. Los coches en su mayoría están en muy buenas condiciones. Siempre hay una persona que te oriente o ayude.",muy positivo,0.9,"Elogios continuos, sin quejas.",positivo,
4581,Wong,Retail,5,"Encontré en este supermercado todo lo que esperaba en una tienda y más, hasta pudimos disfrutar de un café con empanadas peruanas en las instalaciones del lugar.",muy positivo,0.9,Elogio entusiasta y recomendación implícita.,muy positivo,
1543,Falabella,Retail,5,"La propuesta de Falabella, como la conocemos. Variedad, promociones y buena calidad.",positivo,0.9,"Resalta variedad y calidad, tono favorable",muy positivo,
3931,Tottus,Retail,4,"No había mucha gente,los juegos para los niños están abiertos,ahí pequeños puestos que venden cosas lindas,los juegos del Coney que están en el primer piso ahora usan monedas y no tarjeta,pero las que están en el patio de comida si usa tarjeta ojalá les sirva de algo",neutral,0.9,Información objetiva sin elogios ni quejas predominantes.,positivo,
4595,Wong,Retail,5,Buenos productos y buen servicio,positivo,0.9,"Elogia productos y servicio, sin exageración",muy positivo,
693,Claro,Telecomunicaciones,3,"Mucho demoran en la atención, hasta para dar un ticket",negativo,0.9,"Queja por larga espera, insatisfacción clara",negativo,
4421,Wong,Retail,5,"Sus instalaciones son muy ordenadas, con productos de calidad y precios de competencia, ubicado en moderno centro comercial, con amplias cocheras.",positivo,0.9,"Resalta orden, calidad y precios, tono favorable.",muy positivo,
1052,Entel,Telecomunicaciones,1,"Para comentar mi experiencia de hace unos años con el centro de atención Entel plaza san Miguel, pésima atención cuando se trata de un reclamo más de una hora esperando todo como para cansar al cliente, con deseos de ir al baño pero no fui para no perder el turno, creo que ni baño había allí, al final una respuesta negativa después de todo ese maltrato así que cambié mis 2 líneas a otra empresa. Espero hayan mejorado y sean más empáticos con el cliente.",negativo,0.9,"Critica larga espera y mala atención, cambió de empresa",muy negativo,
452,Claro,Telecomunicaciones,4,Siempre buena atención,positivo,0.9,"Menciona siempre buena atención, tono positivo.",positivo,
3165,Plaza Vea,Retail,5,"Su ubicación es muy buena para realizar compras desde un pan recién horneado, verduras y frutas frescas, carnes, comida para mascotas y muchos artículos de supermercado. No es el más grande, pero es cómodo y cuenta con parqueo gratis por 2 horas en cuatro sótanos. A un paso del Metropolitano y del Metro.",positivo,0.9,"Resalta buena ubicación, parqueo y comodidad, tono positivo.",muy positivo,
288,BCP,Banca,5,Se pueden realizar varios trámites financieros,neutral,0.9,"Solo describe servicios, sin valoración",neutral,
3017,Plaza Vea,Retail,5,Fantástico poder tener un lugar surtido y cómodo para mercar,muy positivo,0.9,"Uso de “Fantástico”, entusiasmo fuerte",muy positivo,
9,BBVA,Banca,1,El personal es incompetente. Fui a cambiar mu tarjeta 2 días antes de que culmine el mes de su vencimiento y mediero que tenia que pasar el mes y que tendría hasta 10 días más para usarla sin problema lo que ES FALSO. Me han generado muchos problemas por su ineptitud.,negativo,0.9,"Critica incompetencia y problemas, insatisfacción clara",muy negativo,
3783,Ripley,Retail,5,"Ripley es una tienda por departamentos muy completa, ideal si buscas ropa, calzado, accesorios o tecnología en un solo lugar. Lo que me gusta es que siempre tienen variedad de tallas y marcas reconocidas, además de secciones de hogar bien organizadas. Suelen tener ofertas atractivas y campañas de temporada, lo que lo hace práctico tanto para una compra rápida como para renovar el clóset o equipar la casa. La atención es correcta y el ambiente es cómodo para recorrer con calma.",positivo,0.9,"Destaca variedad, ofertas y atención correcta, tono positivo.",muy positivo,
11,BBVA,Banca,2,Pocas ventanillas habilitadas para atención. Atención muy lenta.,negativo,0.9,Critica falta de ventanillas y lentitud,negativo,
52,BBVA,Banca,4,Edificio muy bonito,positivo,0.9,Elogio breve sin reservas,positivo,
1385,Falabella,Retail,5,Ropa interesante y a buen precio.,positivo,0.9,Elogio moderado de ropa y precio,muy positivo,
3915,Tottus,Retail,3,"Ya indique sobre lo que deberían mejorar en ascensor, rampas y en la puerta que abre y cierra ser más rapida para las personas con discapacidad.",negativo,0.9,Señala deficiencias sin expresar enojo.,neutral,
3158,Plaza Vea,Retail,5,"Mucha variedad, varias caja para pagar rapido",positivo,0.9,Resalta variedad y rapidez en cajas,neutral,
794,Claro,Telecomunicaciones,5,Es una firma exilente y su atención muy buena,positivo,0.9,Elogio a firma excelente y atención muy buena,muy positivo,
3624,Ripley,Retail,5,"Precios variados. Limpio, seguro y tranquilo.",positivo,0.91,Elogio breve de limpieza y seguridad.,muy positivo,
4090,Tottus,Retail,4,"Amplía disponibilidad de productos, buena atención del personal e inclusive cuenta con una zona para disfrutar de postres. Puede mejorar la disponibilidad de cajas abiertas para atención.",positivo,0.91,Elogio general con pequeña crítica.,positivo,
1474,Falabella,Retail,4,Al ser sede céntrica tiene buenas ofertas.,positivo,0.91,Menciona buena ubicación y ofertas.,positivo,
187,BCP,Banca,5,"Un lugar muy bonito para trabajar, con espacios abiertos, oficinas modernas y áreas verdes, tiene todo un ecosistema dentro",positivo,0.92,Elogia instalaciones y ambiente sin exageración.,muy positivo,
1615,Interbank,Banca,5,Hermoso,muy positivo,0.92,Comentario breve y muy elogioso,,
857,Entel,Telecomunicaciones,5,Muy lindo lugar una zona tranquila y segura,positivo,0.92,Elogio breve y favorable.,muy positivo,
584,Claro,Telecomunicaciones,4,La atencion de la srta en la cola de entrada y tambien la sra que es vigilante del lugar(es una sra ya mayor) es malcriada con todos las persona que entran sobretodo con adultos mayores se amarga para decir que hagan la cola mas alla es una sra amargada y con malos tratos.,muy negativo,0.92,Denuncia maltrato y actitud desagradable del personal,,
917,Entel,Telecomunicaciones,1,"No Solucionaron mi reclamo y 2 solicitudes. Entel CENTRO DE ATENCION No se hace responsable de los servicios que ofrece la empresa servis.no tiene una conexion. Recomiendo ir directo,no acepten nada de los teleoperadores.",muy negativo,0.92,"Queja grave, recomienda no ir, sugiere estafa.",muy negativo,
4728,Wong,Retail,5,"Este local de Wong es agradable y aunque no tan grande como se necesitaría, han dispuesto la variedad de rubros de manera práctica. Hay un poquito de todo. Está cerca de varios restaurantes. Sí hay que buscar dónde estacionar, si se lleva auto propio. Las personas de las cajas suelen atender rápido.",positivo,0.92,Comentario mayormente favorable con pequeñas observaciones.,muy positivo,
4330,Tottus,Retail,5,Este Tottus qué se encuentra en Avenida La Marina es uno de los más grandes y completos que hay. Cuenta además siempre con muy buenas ofertas y recomiendo siempre checar en la app porque hay mejores ofertas y promociones por días. Además cuenta con un amplio estacionamiento en el primer nivel y también en el primer nivel se encuentra sodimac. Es bastante tranquilo de ir en las mañanas ya que en las tardes o los fines de semana suele estar muy abarrotado. Definitivamente se conviene tener la tarjeta falabella porque la mayoría de promociones solo se usa con esta tarjeta.,muy positivo,0.92,"Muchos elogios, recomienda, tono entusiasta.",muy positivo,
1379,Falabella,Retail,5,"Espacio amplio, bien iluminado y cumple con los protocolos por la pandemia. La tienda como tal tiene muchas áreas: ropa, bolsos, perfumes, maquillaje, electrodomésticos, tecnología, etc. Puedes encontrar de todo y me parece una buena opción si buscas productos con garantía y variedad.",positivo,0.92,Resalta variedad y seguridad sin exagerar,muy positivo,
3124,Plaza Vea,Retail,4,Mercado grande y con variedad de productos frescos. Hay mercancía tanto para ellos como ellas. Tienen ofertas muy atractivas que varían por días,positivo,0.92,"Elogia tamaño, variedad y ofertas, sin exageración.",positivo,
1221,Falabella,Retail,5,Buenas ofertas....buena ropa ....comodidad en los pisos...colocar muebles para que la gente descanse unos minutos....y gente con su mascota buen punto,positivo,0.92,"Elogia ofertas, ropa y ambiente, sin críticas.",muy positivo,
3598,Ripley,Retail,4,Solo voy por las ofertas. Buena atención,positivo,0.92,"Elogio a la atención, sin entusiasmo extremo.",,
4561,Wong,Retail,5,"Spermercado donde encuentras variedad de productos para el hogar, respetan en todo momento las medidas de bioseguridad.",positivo,0.92,Elogio a variedad y cumplimiento de bioseguridad,muy positivo,
1082,Entel,Telecomunicaciones,4,Bastante ordenada la atención.,positivo,0.92,Comentario breve pero favorable sobre atención.,positivo,
4089,Tottus,Retail,4,"Como dicen ""todo entra por los ojos"" y aquí se cumple este dicho. Da gusto ver la variedad de productos y como están dispuestos para su exhibición y venta. En cuanto los precios hay variedad unos son bajos respecto a los de otros supermercados así como hay más altos. El mayor inconveniente es a la hora de pagar, no todas las cajas están abiertas aún cuando sean horas de mayor afluencia de compradores.",positivo,0.92,"Elogia variedad, menciona problema menor",positivo,
2565,Oechsle,Retail,4,Te recomiendo darte una vuelta siempre por esta tienda por departamentos casi siempre encuentras buenas promociones o productos con buenos descuentos.,muy positivo,0.92,"Recomienda fuertemente, destaca buenas promociones",positivo,
386,Claro,Telecomunicaciones,1,"Pesimo servicio me vendieron un celular con fallas y me tienen mas de una semana esperando para que me lo entreguen y lo reparen, el celular tiene menos de dos meses con garantia",negativo,0.92,Queja por celular defectuoso y larga espera,muy negativo,
3912,Tottus,Retail,2,"Demasiado desordenado, no hay personal que te oriente, es inmenso, es prácticamente imposible ubicar el vehículo en los estacionamientos. No volvería.",negativo,0.92,"Desorden y falta de orientación, no volvería",negativo,
4336,Tottus,Retail,5,"Hermoso supermercado amplio para recorrer con buenos precios, productos de calidad y accesibles gracias a sus promociones en los productos.",muy positivo,0.92,"Entusiasmo claro, recomienda implícitamente",muy positivo,
2467,Movistar,Telecomunicaciones,5,"Encontré lo que necesitaba y me atendieron muy bien, hasta me dieron un tazón de regalo",muy positivo,0.93,"Elogia atención excelente y regalo, recomienda implícitamente",muy positivo,
4254,Tottus,Retail,4,"Lugar amplio con bastantes departamentos como pescadería, carnicería, vinos y licores, refrescos, etc. Además cuenta con departamento de ropa de marca Cherokee. Hay área de comida preparada en área de pescados y pollos y otra que es el comedor donde hay gran variedad para servirte, comer ahí o llevar. El trato al consumidor si es mejor que en otros centros comerciales, los empleados te ayudan a encontrar las cosas, te llevan hasta el departamento correspondiente. Para cambios y devoluciones son accesibles tanto estés dentro de la fecha. Precios accesibles.",muy positivo,0.93,Elogio amplio y recomendación implícita,positivo,
3096,Plaza Vea,Retail,4,"Muy buena distribución de cosas. Es quizá uno de los pocos Plaza Vea que he ido en donde las ""Cajas rápidas"" tienen personal de sobra y son en verdad rápidas y no lentas como las generales. Es muy práctico porque hay un ingreso directo por el estacionamiento de autos subterráneo, en la entrada te encuentras con un módulo de Interbank que es super práctico, así como cajeros multifunción de Interbank, módulos de telefonía móvil y más.",positivo,0.93,"Elogia distribución, rapidez y servicios sin exageración.",positivo,
2348,Movistar,Telecomunicaciones,5,Aquí hay buena atención y el personal bastante dispuesto a ayudarte. Sin lugar a dudas aquí si solucionaron mis problemas,muy positivo,0.93,Entusiasmo y recomendación clara,muy positivo,
3910,Tottus,Retail,2,"Es un centro comercial, con fácil acceso, (cuenta con rampa) encuentras tiendas de zapatos,ropa,restaurantes fast Food , baños públicos, pero lo que si deseo resaltar es que es MUY DESAGRADABLE ver y oír a aquellas personas ofreciendo servicios de MOTOTAXI pero no solo eso,sino que se insultan( muchas veces con lisuras) SIN IMPORTAR quienes están a su alrededor o parados allí mismo junto a ellos (me refiero a los niños e incluso uno mismo),yo paso por allí así todos los días del año y tengo que oír esos ""piropos"" tan obscenos,(no precisamente hacia mi sino a stas e incluso adolescentes sin importar la presencia de los padres (Terrible!!..)",muy negativo,0.93,"Denuncia comportamiento obsceno y molesto, tono muy negativo.",negativo,
970,Entel,Telecomunicaciones,5,"Buena atención, logré solucionar el inconveniente que tenía, en cuanto al procedimiento fue transparente (hago mención a este punto ya que en una agencia que visité hubo procedimientos no muy claros que no me brindaron seguridad ni confianza). Recomendado, sugiero que para agilizar el proceso tengan bien en claro el problema y puedan proveer toda la información posible.",positivo,0.93,"Elogia atención y solución, aunque sugiere mejoras",neutral,
2359,Movistar,Telecomunicaciones,1,"La atención de la persona, no es nada buena. Ella le llega la cola de clientes esperando. Y a eso sumenle que viene un vendedor, y le pide q le saque un tickesito de atención, sin respeto a quienes estamos esperando ,",muy negativo,0.93,Critica fuertemente la atención y falta de respeto al cliente,muy negativo,
3866,Scotiabank,Banca,1,"El jefe de agencia es un mentiroso y no tienen vocación de servicio, una pena su trabajo.",muy negativo,0.93,"Acusa falta de honestidad y servicio, tono muy crítico",muy negativo,
285,BCP,Banca,5,El personal es muy amable y la atención es rápida,positivo,0.93,Elogio a amabilidad y rapidez del personal,muy positivo,
2137,Movistar,Telecomunicaciones,1,"Siguen si corregir los problemas con los reclamos de los clientes. Ya me queda duda de que ese sea un objetivo de esa empresa, reducir reclamos y fidelizar a los clientes. Con una simple migración solicitada en oficina no lo hacen y generan malestar al cliente",negativo,0.93,Crítica a la gestión de reclamos.,muy negativo,
1368,Falabella,Retail,5,"Atención esmerada, en orden y un ambiente amigable.",positivo,0.93,Destaca atención esmerada y ambiente amigable,muy positivo,
2599,Oechsle,Retail,5,Encuentras más cosas que en otro lugar. Muy bueno,muy positivo,0.93,"Elogio entusiasta, recomendación implícita",muy positivo,
1369,Falabella,Retail,5,"Volví a visitar la tienda después de varios meses y encontré que el local mantiene una buena distribución de la mercadería por pisos. En orden, iluminación y limpieza todo ok. Encontré el producto que buscaba pero finalmente decidí adquirirlo por internet aprovechando las ofertas que ofrecen por estos días lo que me significó un ahorro. El personal que me orientó con buena predisposición para la atención.",positivo,0.93,"Comentario positivo sobre orden, limpieza y atención",muy positivo,
985,Entel,Telecomunicaciones,5,"En esta tienda Entel la atención es muy buena y anda vacía osea no hay colas, si deseas realizar cualquier gestión lo puedes hacer.con comodidad. Muy recomendable.",muy positivo,0.93,"Elogia atención, recomienda fuertemente",muy positivo,
1936,Metro,Retail,5,"Muy buenas ofertas, excelente playa de estacionamiento. Me gustaron los quesos , verduras y las carnes. Bueno lleve pollo al horno. Y salí muy contenta por la Buena Atención del Personal. Gracias Metro y a partir de mañana las mascarillas de Proteccion Facial.",muy positivo,0.93,"Entusiasmo alto, múltiples elogios y agradecimiento",muy positivo,
3074,Plaza Vea,Retail,3,"Lugar para comprar viveres ,artefactos,linea blanca,servicios de cosina y muchos otros productos",neutral,0.93,Solo describe productos sin valoración.,neutral,
3295,Plaza Vea,Retail,4,"Miren snres. De plaza vea , el q yo no haya consumido un ano mi tarjeta y tenga una enfermedad del cancer desde el 2013 y la tarjeta la tengocasi 2 anos 1//2 medio y yo les agradesco x su comprencion yo quise comprar hoy domingo 17 pero me rechasaron x q tengo q pagar menbrecia de 40 soles y yo no puedo x q me hace falta cada centavo x q me movilizo en taxi para ir a cualquier sitio x q. Diran mi cancer se volvio agrecibo y me dio metastasi danandome la columna. El cancer se comio un disco de la vertebra y tengo q andar con baston x q no tengo estabilidad en la pierna, yo sigo con mis tratamientos ..... Hojala me puedan exonerar y poder seguir siendo cliente gracias VEA",muy negativo,0.93,Queja intensa por cobro y situación de salud,,
2803,Plaza Vea,Retail,3,"Una experiencia no muy recomendable, entré a comprar unas gaseosas aprox 9.50pm y había una tienda deliplaza que contaba con una vitrina de bebidas, la chica que atendía estaba muy apurada por salir limpiando las mesas, nos mandó pagar a las cajas del supermercado pudiendo ella recibir el pago, un atención no muy buena.",negativo,0.93,"Describe mala atención y descontento, sin gravedad.",,
556,Claro,Telecomunicaciones,2,Casi una hora de espera para comprar un chip. Los trabajadores van llegando tarde y los que están demoran un montón.,negativo,0.93,Queja por larga espera y lentitud del personal.,negativo,
2430,Movistar,Telecomunicaciones,2,"Pésima atención les preocupa más hacer un contrato nuevo. La cola preferencias al sol y muy lenta más conversan que trabajan,",muy negativo,0.94,"Critica atención y lentitud, tono fuertemente negativo",negativo,
1698,Metro,Retail,3,Falta personal en las cajas. Las que atienden se nota claramente que están bastante cansadas y en ocasiones no son atentas y gentiles. Hagan mejor la rotación del personal y denles descanso.,negativo,0.94,Insatisfacción con atención y cansancio del personal.,negativo,
4124,Tottus,Retail,5,"Siguen los protocolos todos los días, señalando cada pasillo y guardando las distancias. Muy ordenado para el recojo en tienda, han puesto un módulo en la entrada en dónde puedes recoger tus pedidos, y el personal es amable. También han habilitado el auto-despacho para las compras en tienda y por aplicativo, cosa que las cajas regulares son solo para compras en la tienda.",muy positivo,0.94,"Alaba orden, protocolos y amabilidad, tono muy favorable",muy positivo,
1562,Falabella,Retail,5,Increíbles sus descuentos... una pena que no ponga más estrellas... se las daría siempre todas,muy positivo,0.94,"Entusiasta elogio a descuentos, desea máxima calificación",,
2310,Movistar,Telecomunicaciones,3,"Debe mejorar y mucho la atención al usuario desde el ingreso no ser tan cortante y poco cordial es poco seguro que lean esto los señores de Movistar y de seguro ni lo tomarán muy en cuenta pero deben saber que todos debemos y merecemos un buen trato lastimosamente se centran en una agresiva campaña comercial pero la atención al usuario final es la última rueda del coche, pocas excepciones y abunda más la displicencia y la poca o nula empatía",muy negativo,0.94,"Enojo intenso, crítica extensa a la atención",negativo,
1297,Falabella,Retail,3,"Fui a ver ropa de damas talla xl xxl y mas vestidos comodos que secestan usando, lamentable No hay, y les dijes a las srta y señores de seguridad y srta Caja, que deberia haber por cada estand alquilado en el piso por marcas tallas grandes, En este pais Peru y en otros las mujeres somos hermosas caderonas piernonas brazonas y de busto amplio, espero Los confeccionistas lo vean asi y no nos manden al emporio Gamarra",muy negativo,0.94,Queja fuerte sobre falta de tallas,neutral,
1736,Metro,Retail,4,"Se puede encontrar de todo y a buenos precios. Si necesitas dinero hay cajeros a la salida junto al cine. Si deseas enviar dinero hay un Western Unión y además en la entrada puedes comer unos pan con chorizo con su gaseosa heladita. Ahora que es importante no aglomerarse su local es amplio y su cochera también. Lo recomiendo si estás viviendo en Breña y límite con el Cercado, y si estás por ahí y deseas retirar dinero rápido ahí hay seguridad.",positivo,0.94,Recomendación positiva con varios beneficios.,positivo,
2721,Oechsle,Retail,5,Lugar muy bueno para ir de compras,positivo,0.94,Recomienda el lugar para comprar,muy positivo,
1815,Metro,Retail,5,"Una super tienda..con buenos descuentos y todo bien organizado.. frutas, verduras, comida, cajas, calzado, ropa caballeros,damas,y niños juguetes, artículos de gimnasia, muebles para el hogar y más",muy positivo,0.94,Elogio entusiasta de descuentos y organización,muy positivo,
2783,Plaza Vea,Retail,3,"A pesar de haber una alta cantidad de clientes, algunas cajas permanecen cerradas, lo que genera más cola. Y siempre cuenten su vuelto, son varias las veces que han cobrado de más por algo.",negativo,0.94,Quejas sobre cajas cerradas y cobros excesivos.,neutral,
1836,Metro,Retail,2,Pésima atención y te cobran para entrar a un baño que parece que no le dan mantenimiento hace mucho tiempo...,muy negativo,0.94,Denuncia mala atención y cobro injusto por baño,negativo,
4026,Tottus,Retail,5,"Buen lugar, cómodo y amplio. Gran variedad de productos, perfecto para hacer las compras de manera inmediata y tranquila. Recomendable.",positivo,0.94,"Elogio a comodidad, variedad y recomendación",muy positivo,
1679,Metro,Retail,1,Muy mala atención no se respeto la caja preferencial por más que yo reclame estás personas que muestro en la foto no son preferenciales .. presentaron uno presento su placa y amenazante hizo que lo atendieram habiendo personas adultas mayores y yo gestantes muy aparte que vino con sus hermanos y tres coches llenos de productos es una pena lo que ha pasado pero eso denigra a metro ya que no se hace cumple con la zona preferencial,muy negativo,0.94,"Denuncia abuso, amenazas y falta de respeto en zona preferencial",muy negativo,
1163,Falabella,Retail,3,"Los cajeros siempre andan full, aunque existe la novedosa forma de pagar uno mismo. Consiste en hacer la labor de cajero. Tuve inconvenientes porque una prenda no tenía el código pero como fui acompañado me trajeron la prenda rápidamente.",neutral,0.94,"Cajeros llenos, pero asistencia rápida para prenda",neutral,
1657,Interbank,Banca,1,Pésima experiencia busque la direcion del banco interbank de la av la marina con di tilac pero en ninguna parte sale la dirección que les cuesta poner numeración av la marina que numero que cuadra Pesima.informacion,muy negativo,0.94,Queja grave por falta de información y dirección,muy negativo,
4398,Wong,Retail,4,Lo que más me gusta es sus pastas y ajíes.,positivo,0.94,"Elogia pastas y ajíes, sin quejas",positivo,
3497,Ripley,Retail,5,Muy lindo lugar,positivo,0.94,Comentario breve pero positivo,muy positivo,
202,BCP,Banca,5,Bonito,positivo,0.94,Comentario breve pero positivo,,
974,Entel,Telecomunicaciones,5,"Este edificio además de ser bonito tiene bastante seguridad, me encanto para hacer coworking!",muy positivo,0.94,Entusiasmo y recomendación para coworking.,muy positivo,
1581,Interbank,Banca,5,"Todas la ventanillas abiertas , rapido",positivo,0.94,Ventanas abiertas y atención rápida,neutral,
653,Claro,Telecomunicaciones,1,"Demasiado tiempo de espera, una hora exacta para atención preferencial.",negativo,0.94,"Se queja de larga espera, especialmente en atención preferencial",muy negativo,
1407,Falabella,Retail,5,"El lugar es amplio y muy seguro, su distribución de la tienda en pisos es excelente y permite elegir correctamente lo que deseas comprar, el personal muy atento y amable a la hora de realizarle una consulta. Creo que lo único observable sería que existan más cajas porque a veces se forman líneas o colas muy largas y la atención se torna lenta. He visto como varios clientes se desaniman debido al tamaño de la cola y prefieren irse a otro lugar",positivo,0.94,"Elogia mucho, menciona solo una queja menor",,
4332,Tottus,Retail,5,"Muy amplio y gran variedad de productos. Puedes comprar en persona como por su app. Si compras con la APP, recuerda que a veces puedes encontrar promociones como: 48 horas y ofertas nocturas, que son promociones que salen en cualquier momento o algún fin se semana. Y en fechas de cyber days o similares que podrías encontrar ofertas por 5 días o 1 semana. Te recomiendo ver su delivery gratis, que suelen ser a la fecha el monto de s/.180 soles de compra mínimo.",muy positivo,0.94,Elogio entusiasta y recomendación,,
3739,Ripley,Retail,5,"La variedad de productos y servicios es muy conveniente, disponen de estacionamiento gratuito. Es un lugar ordenado y limpio que uno no se cansa de visitar.",muy positivo,0.94,Elogio entusiasta y recomendación implícita,muy positivo,
102,BBVA,Banca,5,Excelente atención,muy positivo,0.95,Elogio breve y entusiasta,muy positivo,
3759,Ripley,Retail,5,"Super ordenado, limpio y buena iluminación, gran variedad de marcas",positivo,0.95,"Elogia orden, limpieza e iluminación",muy positivo,
3369,Ripley,Retail,1,"Tuve un mal día con el banco Ripley, en la plataforma me pidieron llamar por teléfono para solucionar mi problema y la atención fue pésima, luego de mi descargo, me derivaron a reclamos y espere una hora y dos minutos y nadie me atendió, al final volví al banco y el supervisor del banco trató de ayudarme, pero al final tampoco pudo y me derivo con una plataforma otra vez y me hicieron el reclamo por fin, creo yo que desde un inicio debieron hacer eso y evitarme tanta molestia.",muy negativo,0.95,"Queja extensa, atención pésima y gran molestia",muy negativo,
2610,Oechsle,Retail,5,"Muy buena atención, trato satisfactorio hacia el cliente.",muy positivo,0.95,Elogio entusiasta sin quejas,muy positivo,
2149,Movistar,Telecomunicaciones,1,"Pocas veces he tenido la desastrosa atención al cliente que me brinda Telefonica del Perú. Tiene varios canales de atención a los clientes pero cuando se trata de reclamos ellos cortan la llamada o el sistema responde que hay error o dicen que no tienen personal disponible para atender. Cuando uno se acerca a una de sus tiendas y utiliza sus teléfonos de atención al cliente responden que información de reclamos solo se da en forma presencial pero frente a una de sus puntos de atención presencial dicen que no tienen acceso a la información y no pueden llamar por teléfono interno a los encargados de reclamos para solicitar la información. El 27 de julio del 2018 en compra on line, cobraron de mi tarjeta dos montos por 5,455 soles por un celular que cuesta 519 soles, estamos en diciembre 16 y todavía no me dan respuesta a mi reclamo no obstante que les he entregado las pruebas del cobro indebido. Cada vez que voy a sus tiendas observo como muchos clientes como se desesperan ante el pésimo servicio que nos brindan.",muy negativo,0.95,"Denuncia pésimo servicio, cobros indebidos, tono muy negativo.",muy negativo,
2260,Movistar,Telecomunicaciones,1,"Pésimo servicio, hay 3 ventanillas libres,estoy con una persona mayor y niño pequeño y no son capaces de atenderme Es deprimente la atención.",muy negativo,0.95,Fuerte queja por servicio pésimo y atención deprimente,muy negativo,
