comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url
"Llegue 10 minutos antes de que cierre para renovar mi tarjeta vencida por la maquina y ya estaba inoperativa, una de las que da soporte me estaba ayudando y su compañera bloqueo todas las maquinas, cuando su compañera le preguntó, solo dio la espalda. Me escape del trabajo antes para poder llegar y hacen eso.",BCP,Miraflores,Banca,1,muy negativo,Hace 8 meses,"https://www.google.com/maps/place/Banco+BCP/@-12.1193191,-77.1032703,12z/data=!4m12!1m2!2m1!1sbcp+miraflores!3m8!1s0x9105c8180121743b:0xc640e5eb1d946b60!8m2!3d-12.1193191!4d-77.0332325!9m1!1b1!15sCg5iY3AgbWlyYWZsb3JlcyIDiAEBWhAiDmJjcCBtaXJhZmxvcmVzkgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUGJYWlVWRFpCUlJBQuABAPoBBAgAECQ!16s%2Fg%2F11c5rvzqdj?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"De mal en peor esta sucursal. En día de vencimiento de tc salo 3 ventanillas abiertas y una cola infinita para pierden 2 horas ahí parado. De los cajeros automáticos, solo uno tenía billetes y otra cola larguísima en la vereda, la gente en los rayos del sol. El mes pasado estaba igual o peor. Favor revisar las gerencias que no responden al ritmo de los clientes. Tuve que irme a otra sucursal, que también está pésima. Que sucede con el bcp que en 9 años nunca lo ví así? Tan desordenado, desbordado...",BCP,Miraflores,Banca,1,muy negativo,Hace 2 años,"https://www.google.com/maps/place/Banco+BCP/@-12.1193191,-77.1032703,12z/data=!4m12!1m2!2m1!1sbcp+miraflores!3m8!1s0x9105c8180121743b:0xc640e5eb1d946b60!8m2!3d-12.1193191!4d-77.0332325!9m1!1b1!15sCg5iY3AgbWlyYWZsb3JlcyIDiAEBWhAiDmJjcCBtaXJhZmxvcmVzkgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUGJYWlVWRFpCUlJBQuABAPoBBAgAECQ!16s%2Fg%2F11c5rvzqdj?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Mi esposa y yo somos dos adultos mayores y necesitamos de ayuda y, gracias a Dios en esta sucursal la encontramos, en la persona del joven John Rivera Simbala quien nos dió una esmerada atención. Él se encargó practicamente de todo --un tanto confuso-- trámite. El rellenó el papeleo y nos entregó un cheque certificado que habíamos solicitado. Habíamos visitado tres BCP anteriormente y hubo una sola persona que nos evitó ir amás bancos BCP. Ella nos indicó ir a Miraflores o San Isidro, para los cheques certificados. INTERPOL Y MIGRACIONES no estám al tanto de los cambios llevados a cabo por el Banco BCP, pues dicen que, para outer un cheque registrado Pata el extranjero debe realizable en cualquier sucursal BCP a nivel nacional. Cosa que ya no es cierto. Por los cambios efectuados por su Banco. Por favor notifiquen de inmediato a todas las agencias gubernamentales.",BCP,Miraflores,Banca,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Banco+BCP/@-12.1193191,-77.1032703,12z/data=!4m12!1m2!2m1!1sbcp+miraflores!3m8!1s0x9105c8180121743b:0xc640e5eb1d946b60!8m2!3d-12.1193191!4d-77.0332325!9m1!1b1!15sCg5iY3AgbWlyYWZsb3JlcyIDiAEBWhAiDmJjcCBtaXJhZmxvcmVzkgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUGJYWlVWRFpCUlJBQuABAPoBBAgAECQ!16s%2Fg%2F11c5rvzqdj?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"La peor oficina de BCP a la que puedas ir. Tan solo atienden a clientes y a ancianos, si vas de visita a hacer algún pago ni te dan paso. Hay 11 ventanillas y solo hay abiertas 4 o 5 con suerte. Los supervisores en lugar de ayudar simplemente están jugando con sus celulares, es una vergüenza.",BCP,Miraflores,Banca,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/Banco+BCP/@-12.1193191,-77.1032703,12z/data=!4m12!1m2!2m1!1sbcp+miraflores!3m8!1s0x9105c8180121743b:0xc640e5eb1d946b60!8m2!3d-12.1193191!4d-77.0332325!9m1!1b1!15sCg5iY3AgbWlyYWZsb3JlcyIDiAEBWhAiDmJjcCBtaXJhZmxvcmVzkgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUGJYWlVWRFpCUlJBQuABAPoBBAgAECQ!16s%2Fg%2F11c5rvzqdj?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Voy a aperturar una cuenta y aparte de que colocan mal mis datos no me dan solucion sino hasta 3 días. Ellos son los del error y uno es el que tiene que pagar,BCP,Miraflores,Banca,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Banco+BCP/@-12.1193191,-77.1032703,12z/data=!4m12!1m2!2m1!1sbcp+miraflores!3m8!1s0x9105c8180121743b:0xc640e5eb1d946b60!8m2!3d-12.1193191!4d-77.0332325!9m1!1b1!15sCg5iY3AgbWlyYWZsb3JlcyIDiAEBWhAiDmJjcCBtaXJhZmxvcmVzkgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUGJYWlVWRFpCUlJBQuABAPoBBAgAECQ!16s%2Fg%2F11c5rvzqdj?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Una de las oficinas del Banco de Crédito del Perú más abarrotadas de la ciudad y quizás de todo el país. Ubicada en la avenida Pardo, era agencia es una de las más conocidas y quizás en todo el día uno no llega a la ventanilla sin hacer cola. Hay colas hasta para los cajeros automáticos que se ubican al ingreso de la agencia. Recomiendo buscar otra agencia cercana o usar el agente de alguna bodega de la zona pero este lugar genera muchas demoras a los usuarios",BCP,Miraflores,Banca,2,negativo,Hace 7 años,"https://www.google.com/maps/place/Banco+BCP/@-12.1193191,-77.1032703,12z/data=!4m12!1m2!2m1!1sbcp+miraflores!3m8!1s0x9105c8180121743b:0xc640e5eb1d946b60!8m2!3d-12.1193191!4d-77.0332325!9m1!1b1!15sCg5iY3AgbWlyYWZsb3JlcyIDiAEBWhAiDmJjcCBtaXJhZmxvcmVzkgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUGJYWlVWRFpCUlJBQuABAPoBBAgAECQ!16s%2Fg%2F11c5rvzqdj?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Quien coloca un cajero con el pad numérico tan expuesto y a 1 metro y medio de la cola donde cualquiera puede ver la clave. Se ve claramente que es más grande que el muro divisorio y la paralela de selección es aún más grande. Da total sensación de vulnerabilidad de datos e inseguridad.,BCP,San Miguel,Banca,1,muy negativo,Hace 3 meses,"https://www.google.com/maps/place/BCP+Plaza+San+Miguel/@-12.1182729,-77.3505433,10z/data=!4m12!1m2!2m1!1sbcp+san+miguel!3m8!1s0x9105c96d9b4f0913:0x3a44b726221b2d1b!8m2!3d-12.0769726!4d-77.0811986!9m1!1b1!15sCg5iY3Agc2FuIG1pZ3VlbCIDiAEBWhAiDmJjcCBzYW4gbWlndWVskgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSVgwbDJlakozUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11b6hlpmht?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Trato preferencial Lo curioso es que mientras otros bancos tratan de manejar su clientela en sus ambientes y cajeros, el BCP lo hace en los pasadizos con una trato poco amable y lo mejor es cuando se ingresa, el alboroto esta en la parte exterior, en el interior todo es tranquilidad",BCP,San Miguel,Banca,3,neutral,Hace 3 años,"https://www.google.com/maps/place/BCP+Plaza+San+Miguel/@-12.1182729,-77.3505433,10z/data=!4m12!1m2!2m1!1sbcp+san+miguel!3m8!1s0x9105c96d9b4f0913:0x3a44b726221b2d1b!8m2!3d-12.0769726!4d-77.0811986!9m1!1b1!15sCg5iY3Agc2FuIG1pZ3VlbCIDiAEBWhAiDmJjcCBzYW4gbWlndWVskgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSVgwbDJlakozUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11b6hlpmht?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"La atención del nuevo local es muy buena, hay bastante personal a disposición y el golazo de media cancha es que todos los cajeros son multifuncional (permiten depositar). El único inconveniente es que la gente ya sabe de este nuevo local caleta y ahora para colapsado de día y de tarde ! Necesitamos más cajeros ! MÁS, la cola suele dar la vuelta 5pm",BCP,San Miguel,Banca,4,positivo,Hace 7 años,"https://www.google.com/maps/place/BCP+Plaza+San+Miguel/@-12.1182729,-77.3505433,10z/data=!4m12!1m2!2m1!1sbcp+san+miguel!3m8!1s0x9105c96d9b4f0913:0x3a44b726221b2d1b!8m2!3d-12.0769726!4d-77.0811986!9m1!1b1!15sCg5iY3Agc2FuIG1pZ3VlbCIDiAEBWhAiDmJjcCBzYW4gbWlndWVskgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSVgwbDJlakozUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11b6hlpmht?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Demasiada cola, muy lento. Y el qué organiza la cola, no filtra bien.",BCP,San Miguel,Banca,1,muy negativo,Hace 5 meses,"https://www.google.com/maps/place/BCP+Plaza+San+Miguel/@-12.1182729,-77.3505433,10z/data=!4m12!1m2!2m1!1sbcp+san+miguel!3m8!1s0x9105c96d9b4f0913:0x3a44b726221b2d1b!8m2!3d-12.0769726!4d-77.0811986!9m1!1b1!15sCg5iY3Agc2FuIG1pZ3VlbCIDiAEBWhAiDmJjcCBzYW4gbWlndWVskgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSVgwbDJlakozUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11b6hlpmht?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Terrible la agencia del bcp que se encuentra en plaza San Miguel, hay colas porque en las ventanillas tienen 6 módulos con las medidas de bioseguridad correspondiente pero sólo funcionan 2, los clientes se ofuscan y en obviamente es porque hay demasiado tiempo de espera en ma cola, se supone que la atención debe ser rápida ya que por la pandemia no podemos estar todos mucho tiempo en un lugar cerrado.",BCP,San Miguel,Banca,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/BCP+Plaza+San+Miguel/@-12.1182729,-77.3505433,10z/data=!4m12!1m2!2m1!1sbcp+san+miguel!3m8!1s0x9105c96d9b4f0913:0x3a44b726221b2d1b!8m2!3d-12.0769726!4d-77.0811986!9m1!1b1!15sCg5iY3Agc2FuIG1pZ3VlbCIDiAEBWhAiDmJjcCBzYW4gbWlndWVskgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSVgwbDJlakozUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11b6hlpmht?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Pro tip: Si estás esperando atención durante mucho tiempo y ves que los trabajadores del banco están perdiendo el tiempo, hacer el ademán de grabar les puede ayudar a que se pongan las pilas. Historia larga: Hice la cola para plataforma durante más de una hora, no debido a la cantidad de personas en cola, sino porque solo pasaban dos personas cada media hora. Una vez dentro, la escena no era diferente: alrededor de cinco personas ocupaban la plataforma, de las cuales tres pasaron todo el tiempo conversando cerca de una fotocopiadora, mientras que solo dos estaban atendiendo. Sorprendentemente, una de las personas que atendía abandonó su puesto al terminar con un cliente y se unió al grupo de conversación. A pesar de que solo tenía que esperar que atendieran a dos personas antes que a mí, pasé 40 minutos esperando atención. En ese momento, incluso había un señor que reclamaba en voz alta para ser atendido. Recordé que necesitaba un número RUC para el trámite que quería realizar, así que busqué en mi celular. Sin embargo, al no tener señal, intenté discretamente mover mi celular para obtener mejor recepción, evitando llamar demasiado la atención. Al parecer, una de las trabajadoras del grupo que conversaba sospechó que estaba grabando, se acercó y con un tono agresivo me preguntó si estaba grabando, recalcando que estaba prohibido. Debido a mi molestia por las dos horas de espera, decidí no revelar lo que realmente estaba haciendo y pregunté dónde estaba indicado que estaba prohibido grabar. Después de una breve discusión, finalmente le aclaré que no estaba grabando, porque realmente no lo estaba haciendo y porque quería que se retirara y me dejara en paz. Un minuto después, un joven se acercó al grupo de personas que estábamos esperando y nos informó que íbamos a tener que seguir esperando por problemas con los detectores de huellas. Sin embargo, esto resultó no ser cierto, ya que de inmediato llamaron a dos números de ticket, incluyendo el mío. Fui atendido en menos de 5 minutos, y al salir de la plataforma, noté que ahora había cuatro personas siendo atendidas simultáneamente, a diferencia de unos minutos atrás.",BCP,San Miguel,Banca,1,muy negativo,Hace 2 años,"https://www.google.com/maps/place/BCP+Plaza+San+Miguel/@-12.1182729,-77.3505433,10z/data=!4m12!1m2!2m1!1sbcp+san+miguel!3m8!1s0x9105c96d9b4f0913:0x3a44b726221b2d1b!8m2!3d-12.0769726!4d-77.0811986!9m1!1b1!15sCg5iY3Agc2FuIG1pZ3VlbCIDiAEBWhAiDmJjcCBzYW4gbWlndWVskgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSVgwbDJlakozUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11b6hlpmht?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"El cajero automático se come tu dinero y se demoran un monton en devolvértelo, como si uno tuviera tiempo de sobra. El peor banco sin duda",BCP,San Miguel,Banca,1,muy negativo,Hace 10 meses,"https://www.google.com/maps/place/BCP+Plaza+San+Miguel/@-12.1182729,-77.3505433,10z/data=!4m12!1m2!2m1!1sbcp+san+miguel!3m8!1s0x9105c96d9b4f0913:0x3a44b726221b2d1b!8m2!3d-12.0769726!4d-77.0811986!9m1!1b1!15sCg5iY3Agc2FuIG1pZ3VlbCIDiAEBWhAiDmJjcCBzYW4gbWlndWVskgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSVgwbDJlakozUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11b6hlpmht?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Las colas son tremendas , 40 minutos y de momento no pude ingresar , muy muy lento!!! De los peores BCP que he utilizado , si pueden ir a otro mejor",BCP,San Miguel,Banca,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/BCP+Plaza+San+Miguel/@-12.1182729,-77.3505433,10z/data=!4m12!1m2!2m1!1sbcp+san+miguel!3m8!1s0x9105c96d9b4f0913:0x3a44b726221b2d1b!8m2!3d-12.0769726!4d-77.0811986!9m1!1b1!15sCg5iY3Agc2FuIG1pZ3VlbCIDiAEBWhAiDmJjcCBzYW4gbWlndWVskgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSVgwbDJlakozUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11b6hlpmht?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
tremenda estupidez tener espacio para desembarcos y no usarlos 👏👏👏👏…,BCP,La Molina,Banca,1,muy negativo,Hace 11 meses,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Desaparecieron el saldo de cuenta sueldo y no hay solución me enviaron a Indecopi a reclamar. Cómo se le llama cuando el banco simplemente desaparece tú dinero qué y nadie se hace responsable.,BCP,La Molina,Banca,1,muy negativo,Hace 10 meses,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"LES LLAMO DURANTE 1 HORA Y NI ASI CONTESTAN, BASURAS",BCP,La Molina,Banca,1,muy negativo,Hace 8 meses,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Muy mala atención a extranjeros,BCP,La Molina,Banca,1,muy negativo,Hace 4 meses,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Pésimo!! Banca Bex se supone dan un trato preferencial y más personalizado, pero no es cierto. Tuve que esperar casi 4 meses para que me enviaran mi tarjeta de crédito. Y he escrito muchos correos, mensajes de wp y llamadas, y casi nunca respondían! Entiendo que parte de su trabajo es enviar promociones de créditos. Pero que se comuniquen conmigo solo por eso??? Incluso en las agencias atienden mucho mejor que en BEX. Y ahora llevo esperando 1 mes por unas tarjetas adicionales y mi nueva asesora BEX solo me envia un mensaje promocional.",BCP,La Molina,Banca,1,muy negativo,Hace un año,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Es el banco de mayor trayectoria en el Perú. Enfocados en el cliente, en que tengan una experiencia increíble, cómoda y rápida. Se preocupan por los planes de sus clientes y se enfocan en convertir planes en realidad. Sin duda el mejor banco del país. El ambiente laboral es excelente y la atención es de primera.",BCP,La Molina,Banca,5,muy positivo,Hace 8 años,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Dicen que te van a comunicar y te dejan esperando eternamente. Así cumplen con hacer realidad tus planes.,BCP,La Molina,Banca,1,muy negativo,Hace 11 meses,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Escribo por el servicio de Yape, es el peor servicio que tienen, no me llegó mi compra y ya es un mes de esto y no me hacen la devolución del dinero, escribo al WhatsApp de Yape y nadie atiende, puse mis quejas y solo me dicen que lo van a reportar, horrible el maltrato que he subido por yape del grupo BCP",BCP,La Molina,Banca,1,muy negativo,Hace un año,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Ayer tuve la peor experiencia con dos taxistas de Wong bajada Balta . Como no le supe especificar la dirección y no les gustó mi respuesta , terminó gritándome y se sumó su compañero . Me maltrataron sin razón ! Tengan cuidado con ellos son muy agresivos !",Wong,Miraflores,Retail,4,positivo,Hace 8 meses,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Me encanta lo surtido que es. Y la creatividad al ubicar muchos productos. Tiene 2 pisos y hay mostrador de productos incluso mientras vas subiendo por las escaleras eléctricas. No he visto algo así en mi país. Excelente todo.,Wong,Miraflores,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"El local es bastante grande y ocupa el segundo y tercer piso, suele estar limpio y ordenado, el personal es atento, cuenta con cajas de autoservicio, y hay una gran variedad de productos, los precios no suelen ser los mejores.",Wong,Miraflores,Retail,4,positivo,Hace un año,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Buena experiencia de compra. Muy simpático local, el ambientado es bastante agradable visualmente. Cuenta con ascensores amplios, aunque se demoran en subir un poco. También cuenta con estacionamiento interno, servicios higiénicos. Lo único que los ambientes les faltaba un poco más de ventilación, se sentía bastante sofocante en el interior y con las luces y demás, pienso deberían mejorar esos detalles. Por lo demás, algunas ofertas simpáticas, la atención y servicio de lo mejor desde que llegas.",Wong,Miraflores,Retail,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Este local es muy bonito y se ubica dentro del Balta Shopping, ocupa el segundo y tercer piso, hay escaleras mecánicas para subir. Como en todos los Wong venden de todo para el hogar aunque en este local no he visto muebles, pero sí, artefactos eléctricos, zapatos, ropa de bb, cosméticos, adornos y su gran variedad de frutas, verduras y carnes de excelente calidad.",Wong,Miraflores,Retail,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Soy turista y fui a comprar cosas y lo que nunca ví fue que querían cobrar el bano un sol ??? Tan pobres son en Perú que cobran por ir al baño de un centro comercial?? Que pena lo que hacen es asustar al turismo si quieren robar dinero mejor pidan hasta un sol por entrar a Wong y listo .,Wong,Miraflores,Retail,1,muy negativo,Hace 5 meses,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
